Algorithm,Goal reached,Loops encountered,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Avg convergence action,Var convergence actio ,STD convergence action,Convergence rate,Shortest Path,Longest Path,Avg Time Goal Discovered,Var Time Goal Discovered,STD Time Goal Discovered,Avg Actions Goal Discovered,Var Actions Goal Discovered,STD Actions Goal Discovered,Avg Time Optimal Initial Cost2Go,Var Time Optimal Initial Cost2Go,STD Time Optimal Initial Cost2Go,Avg Actions Optimal Initial Cost2Go,Var Actions Optimal Initial Cost2Go,STD Actions Optimal Initial Cost2Go
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0",True,False,0.3894063878059387,0.0008510244708985,0.02917232371441295,999.0,0.0,0.0,104562.0,0.0,0.0,0.0,0.0,0.0,0.0,91,91,0.005767967700958252,1.4404605101270817e-05,0.0037953399190679637,1602.0,0.0,0.0,0.09655856132507325,0.00027438580359776096,0.016564594881788113,26000.0,0.0,0.0
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.25",True,False,0.15962538957595826,0.0007941098950221831,0.02817995555394265,221.21,3353.8459,57.91239849980313,43958.42,50596004.3436,7113.086836500733,43890.0,50617900.0,7114.625780742091,1.0,91,91,0.006487479209899902,3.51001084407244e-05,0.005924534449281597,1746.04,1143649.0384,1069.4152787388068,0.11293922424316406,8.614045309436731e-05,0.009281188129456665,31030.0,569100.0,754.3871685016918
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.5",True,False,0.15628662824630737,0.00022515331434835279,0.015005109608008627,134.13,282.75309999999996,16.815263899207768,44563.06,9697809.2364,3114.13057471905,44470.0,9669100.0,3109.51764748168,1.0,91,91,0.00923708438873291,4.06178663138462e-05,0.006373214755038952,2600.86,1534618.9804,1238.7973927967398,0.13544203996658324,9.716489118897584e-05,0.009857225329116497,38660.0,2604400.0,1613.8153549895353
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.75",True,False,0.2016328477859497,0.00029706149987125625,0.017235472139493488,88.12,75.10560000000001,8.666348712116308,58551.82,10604051.927599998,3256.3863295991155,58320.0,10477600.0,3236.9121087851613,1.0,91,91,0.013738462924957276,7.380766315838513e-05,0.008591138641553,3853.26,5201191.5724,2280.612104764859,0.1863012433052063,0.00023473776344914654,0.015321154116095385,54070.0,7605100.0,2757.734577511041
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.9",True,False,0.2696390104293823,0.0006177093970290799,0.02485376021911131,52.16,32.5344,5.703893407138671,80106.54,32629289.9884,5712.205352436133,79620.0,32775600.0,5724.99781659347,1.0,91,91,0.02858896493911743,0.00025563633756825655,0.01598863151017799,8393.08,20985642.273599997,4581.008870718327,0.2540236234664917,0.0005387105388984991,0.023210138709161113,75370.0,27033100.0,5199.336496131021
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,1.0955970358848572,0.1308329896017431,0.3617084317537305,114.53,1311.2291000000002,36.21089753099197,340220.78,11655287751.0316,107959.65797941193,339670.0,11650661100.0,107938.22816778123,1.0,91,91,0.12447734117507935,0.01828483272693426,0.1352214211097275,38910.42,1731268720.2636,41608.5174004506,1.0844072008132934,0.13202356446889602,0.3633504705775073,336670.0,11794401100.0,108602.03082815716
"Fully-random (deterministic with pi) exploration Q-learning (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,1.1782123708724976,0.12373755672369954,0.3517634954393357,112.62,1057.2156000000002,32.51485199105172,334139.24,9471235808.862398,97320.27439779647,333640.0,9476070400.0,97345.10978986052,1.0,91,91,0.17486293315887452,0.020343746795655874,0.14263150702301325,49120.84,1519500990.5744,38980.777193052476,1.167871630191803,0.12211823968327097,0.3494542025548855,331240.0,9319942400.0,96539.84876723186
Model-free Dijkstra,True,False,0.0007226848602294922,3.2155633729416854e-06,0.001793199200574684,136.0,0.0,0.0,1061.0,0.0,0.0,333.0,0.0,0.0,1.0,91,91,,,,,,,,,,,,
Model-free Value Iteration,True,False,0.015947673320770264,2.1519518999065213e-05,0.00463891355805055,69.0,0.0,0.0,23774.0,0.0,0.0,23046.0,0.0,0.0,1.0,91,91,,,,,,,,,,,,
Model-free Synchronous Value Iteration,True,False,0.022147934436798095,3.981805579321076e-05,0.006310154973787154,93.0,0.0,0.0,31790.0,0.0,0.0,31062.0,0.0,0.0,1.0,91,91,,,,,,,,,,,,
