Algorithm,Goal reached,Loops encountered,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Shortest Path,Longest Path
"Normal Q-learning (reward, alpha = 0.001, gamma = 0.01 and termination goal, initial values = 0)",False,True,1.6332609510421754,0.0017849194718687841,0.04224830732548683,999.0,0.0,0.0,484388.7,978611.8100000002,989.2481033593141,2,12
"Normal Q-learning (reward, alpha = 0.01, gamma = 0.001 and termination goal, initial values = 0)",False,True,1.6544179344177246,0.002322767867889434,0.04819510211514687,999.0,0.0,0.0,484132.96,1226209.1383999998,1107.3432793853945,2,13
"Normal Q-learning (reward, alpha = 0.01, gamma = 0.01 and termination goal, initial values = 0)",False,True,1.6287429165840148,0.0027840916665539395,0.05276449247888147,999.0,0.0,0.0,483546.45,1315110.4875,1146.7826679454133,2,12
"Normal Q-learning (reward, alpha = 0.1, gamma = 0.1 and termination goal, initial values = 0)",False,True,1.50505850315094,0.0031405526658585363,0.05604063406010443,999.0,0.0,0.0,464502.2,1384651.3999999997,1176.7121143253348,3,3
"Normal Q-learning (reward, alpha = 0.3, gamma = 0.1 and termination goal, initial values = 0)",False,True,1.5123174357414246,0.0018221574040947583,0.04268673569265701,999.0,0.0,0.0,482066.89,711630.3979000002,843.5818857111622,3,3
"Normal Q-learning (reward, alpha = 0.3, gamma = 0.5 and termination goal, initial values = 0)",False,True,0.3202969026565552,0.00026752138569029286,0.016356081000358638,999.0,0.0,0.0,92862.92,37986.6936,194.90175371196636,7,32
"Normal Q-learning (reward, alpha = 0.3, gamma = 0.6 and termination goal, initial values = 0)",False,True,0.3099598264694214,0.0005879098568773543,0.02424685251485962,999.0,0.0,0.0,88947.55,32555.96749999999,180.43272291909798,10,32
"Normal Q-learning (reward, alpha = 0.6, gamma = 0.6 and termination goal, initial values = 0)",True,False,0.21793325901031493,0.0001804042828134925,0.0134314661453429,999.0,0.0,0.0,60735.72,32402.5216,180.00700430816573,32,32
"Normal Q-learning (reward, alpha = 0.9, gamma = 0.6 and termination goal, initial values = 0)",True,False,0.18162195205688478,0.00010337237219787312,0.010167220475521967,999.0,0.0,0.0,51389.43,30958.525100000003,175.95034839408532,32,32
"Normal Q-learning (reward, alpha = 0.999, gamma = 0.6 and termination goal, initial values = 0)",True,False,0.17127135276794433,0.00014108568403717073,0.011877949487902814,999.0,0.0,0.0,50018.72,39651.5816,199.1270488909028,32,32
"Normal Q-learning (reward, alpha = 0.999, gamma = 0.9 and termination goal, initial values = 0)",True,False,0.17544145822525026,9.282474265966698e-05,0.00963455980622192,999.0,0.0,0.0,50050.37,27201.333100000003,164.92826652820918,32,32
"Normal Q-learning (reward, alpha = 0.999, gamma = 0.9 and termination goal, initial values = -1e4)",False,True,1.5970867919921874,0.005032247109956506,0.07093833314898586,999.0,0.0,0.0,500000.0,0.0,0.0,3,3
"Normal Q-learning (reward, alpha = 0.999, gamma = 0.999 and termination goal, initial values = -1e4)",True,False,0.17125126361846923,0.0001369230883438149,0.011701413946349172,999.0,0.0,0.0,50035.63,40723.9331,201.8017172870439,32,32
"Normal Q-learning (reward, alpha = 0.2, gamma = 0.999 and termination goal, initial values = 0)",False,True,0.3634588623046875,0.00022984198333679158,0.015160540337890058,999.0,0.0,0.0,100294.34,29306.1444,171.19037472942222,3,36
"Normal Q-learning (reward, alpha = 0.999, gamma = 0.5 and termination goal, initial values = 0)",True,False,0.1758412480354309,0.00010387815831947476,0.01019206349663672,999.0,0.0,0.0,50029.7,30163.390000000003,173.6761065892485,32,32
"Normal Q-learning (reward, alpha = 0.999, gamma = 0.999 and termination goal, initial values = 0)",True,False,0.17614654779434205,0.00013444787890654766,0.011595166187103472,999.0,0.0,0.0,50057.36,38403.610400000005,195.9683913288059,32,32
"Normal Q-learning (reward, alpha = 0.999, gamma = 0.999 and termination goal, initial values = +1e4)",True,False,0.17781131982803344,0.00014973306328426475,0.012236546215508065,999.0,0.0,0.0,50058.94,32789.736399999994,181.07936492046792,32,32
"Normal Q-learning (reward, alpha = 0.999, gamma = 0.999 and termination goal, initial values = +1e7)",True,False,0.15972371101379396,6.917967544950443e-06,0.002630202947483415,999.0,0.0,0.0,50070.98,36014.6196,189.77518172827553,32,32
No-discounting Q-learning,True,False,0.17538842916488648,0.00014632897080320504,0.012096651222681632,999.0,0.0,0.0,50029.54,32122.748399999997,179.22820202189163,32,32
"No-discounting, no stochastic approximation Q-learning",True,False,0.1823742699623108,9.996749812518715e-05,0.009998374774191411,999.0,0.0,0.0,50537.95,32979.78749999999,181.6033796491684,32,32
"cost-based  Q-learning (alpha = 0.001, gamma = 0.01 and termination goal, initial values = 0)",False,True,1.6739904642105103,0.0037196999726899094,0.060989343107545516,999.0,0.0,0.0,484306.54,1438909.5884000002,1199.5455757910995,2,15
"cost-based  Q-learning (alpha = 0.01, gamma = 0.001 and termination goal, initial values = 0)",False,True,1.6628812289237975,0.0028984810966322756,0.05383754356053288,999.0,0.0,0.0,484185.55,1095180.2875,1046.5086179769378,2,12
"cost-based  Q-learning (alpha = 0.01, gamma = 0.01 and termination goal, initial values = 0)",False,True,1.6773573517799378,0.007805610494578305,0.08834936612437186,999.0,0.0,0.0,483605.72,1220331.2815999999,1104.6860556737374,2,12
"cost-based  Q-learning (alpha = 0.1, gamma = 0.1 and termination goal, initial values = 0)",False,True,1.5356792879104615,0.004049664912752837,0.06363697755827846,999.0,0.0,0.0,464064.91,1767781.8819000004,1329.5795884037932,3,3
"cost-based  Q-learning (alpha = 0.3, gamma = 0.1 and termination goal, initial values = 0)",False,True,1.5352197885513306,0.002707730588970776,0.05203585868389966,999.0,0.0,0.0,482170.4,704858.6399999999,839.5585983122321,3,3
"cost-based  Q-learning (alpha = 0.3, gamma = 0.5 and termination goal, initial values = 0)",False,True,0.32453131675720215,0.00028028732286884407,0.01674178374214779,999.0,0.0,0.0,92848.27,36145.3571,190.11932332090814,5,34
"cost-based  Q-learning (alpha = 0.3, gamma = 0.6 and termination goal, initial values = 0)",True,False,0.3077836275100708,0.0003039786274649714,0.017434982863913904,999.0,0.0,0.0,88906.33,35606.7611,188.69753866969225,32,32
"cost-based  Q-learning (alpha = 0.6, gamma = 0.6 and termination goal, initial values = 0)",True,False,0.21322126626968385,0.00012230112111944323,0.011058983729052287,999.0,0.0,0.0,60737.82,36672.207599999994,191.49988929500714,32,32
