Algorithm,Goal reached,Loops encountered,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Avg convergence action,Var convergence actio ,STD convergence action,Convergence rate,Shortest Path,Longest Path,Avg Time Goal Discovered,Var Time Goal Discovered,STD Time Goal Discovered,Avg Actions Goal Discovered,Var Actions Goal Discovered,STD Actions Goal Discovered,Avg Time Optimal Initial Cost2Go,Var Time Optimal Initial Cost2Go,STD Time Optimal Initial Cost2Go,Avg Actions Optimal Initial Cost2Go,Var Actions Optimal Initial Cost2Go,STD Actions Optimal Initial Cost2Go
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0",True,False,0.18754976987838745,0.00018645421110406347,0.013654823730245055,999.0,0.0,0.0,48008.0,0.0,0.0,0.0,0.0,0.0,0.0,32,32,0.005934126377105713,1.9316952857997193e-05,0.004395105557093845,1589.0,0.0,0.0,0.0978655481338501,0.00012580048885640736,0.011216081706924542,25000.0,0.0,0.0
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.25",True,False,0.2366664218902588,0.0002449864718490517,0.015652043695602556,999.0,0.0,0.0,61792.01,87822.2499,296.34819030997977,0.0,0.0,0.0,0.0,32,32,0.017182989120483397,3.8585754831365196e-05,0.006211743300504714,4571.78,1405469.4316000002,1185.5249603445725,0.12124288320541382,0.00020102013862639863,0.014178157095560714,32150.0,6127500.0,2475.3787588973128
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.5",True,False,0.3389254331588745,0.0006915628449206678,0.026297582491945297,999.0,0.0,0.0,89223.13,367455.21309999994,606.1808419110587,0.0,0.0,0.0,0.0,32,32,0.02014885663986206,3.9324760632842984e-05,0.006270945752663069,5353.94,1465114.0364,1210.4189507769613,0.15337080955505372,0.000324569041702034,0.018015799779694322,40350.0,1627500.0,1275.7350822173073
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.75",True,False,0.6528596806526185,0.0012974469366366234,0.03602009073609648,999.0,0.0,0.0,180987.11,4202380.457900001,2049.9708431828976,0.0,0.0,0.0,0.0,32,32,0.02145008563995361,7.692646893744949e-05,0.008770773565510028,6304.76,2993219.8624,1730.0924433104724,0.20948997735977173,0.0008144130892041801,0.02853792370170227,58700.0,31810000.0,5640.03546088143
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.9",True,False,0.9648492288589477,0.09074408889136519,0.30123759541492356,498.3,30148.13,173.63216867850267,269233.04,7014289715.7984,83751.3565012436,264081.63265306124,6014972927.946689,77556.25653644385,0.98,32,32,0.01868825912475586,0.00013175003793221548,0.011478241935602136,5275.86,8350318.1004,2889.6916964271463,0.30660131216049197,0.002820684319111586,0.0531101150357593,85750.0,105687500.0,10280.442597476045
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,0.6331944394111634,0.033695021466349374,0.1835620371055774,103.22,759.9516,27.567219663941447,188821.0,2839109312.1,53283.29299226916,187550.0,2831247500.0,53209.46814242743,1.0,32,32,0.008242332935333252,5.600864253707982e-05,0.007483892205068151,2418.1,4687635.07,2165.094702316737,0.40388318777084353,0.004022594500296071,0.06342392687539988,120850.0,283027500.0,16823.421174065636
"Fully-random (deterministic with pi) exploration Q-learning (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,0.6169658923149108,0.029197944401224158,0.17087406005951916,99.79,651.0659,25.515993023984,181015.87,2161994225.7731,46497.249658158275,180050.0,2158247500.0,46456.94243059911,1.0,32,32,0.00877385139465332,6.249659235550096e-05,0.007905478629121766,2505.28,4131733.521599999,2032.6666036514691,0.4078559064865112,0.004673918496232795,0.06836606245962097,120250.0,283187500.0,16828.175777546418
Model-free Dijkstra,True,False,0.0026949620246887207,1.1685137740749952e-05,0.0034183530743254055,292.0,0.0,0.0,3986.0,0.0,0.0,1019.0,0.0,0.0,1.0,32,32,,,,,,,,,,,,
Model-free Value Iteration,True,False,0.017011656761169433,2.356651893799153e-05,0.004854535913760607,21.0,0.0,0.0,25647.0,0.0,0.0,22680.0,0.0,0.0,1.0,32,32,,,,,,,,,,,,
Model-free Synchronous Value Iteration,True,False,0.02419506072998047,2.8300958671616182e-05,0.005319864535081338,34.0,0.0,0.0,39687.0,0.0,0.0,36720.0,0.0,0.0,1.0,32,32,,,,,,,,,,,,
