Algorithm,Goal reached,Loops encountered,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Avg convergence action,Var convergence actio ,STD convergence action,Convergence rate,Shortest Path,Longest Path,Avg Time Goal Discovered,Var Time Goal Discovered,STD Time Goal Discovered,Avg Actions Goal Discovered,Var Actions Goal Discovered,STD Actions Goal Discovered,Avg Time Optimal Initial Cost2Go,Var Time Optimal Initial Cost2Go,STD Time Optimal Initial Cost2Go,Avg Actions Optimal Initial Cost2Go,Var Actions Optimal Initial Cost2Go,STD Actions Optimal Initial Cost2Go
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0",True,False,0.19794181108474732,0.00027687835999319643,0.016639662255983335,615.0,0.0,0.0,50036.0,0.0,0.0,50000.0,0.0,0.0,1.0,39,39,0.00904912233352661,1.5688955311196647e-05,0.003960928592034531,2256.0,0.0,0.0,0.19781526803970337,0.0002812340421481338,0.016770034053278895,50000.0,0.0,0.0
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.25",True,False,0.24177085876464843,0.0010341039157441172,0.03215748615399091,610.2,2139.02,46.24954053825832,60333.44,5865780.8064,2421.937407613995,60101.0101010101,1504948.4746454442,1226.7634142920322,0.99,39,39,0.029997410774230956,6.749525373677442e-05,0.00821554950911833,7319.46,1985490.5484,1409.0743587192267,0.24091966390609743,0.0010117668069434505,0.03180828204954569,60050.0,1747500.0,1321.9304066402285
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.5",False,True,0.361253879070282,0.002625651976965281,0.051241116078450916,799.42,25154.72360000001,158.60240729572806,96580.04,160820315.59840003,12681.495006441473,92562.5,121871093.75,11039.524163205586,0.8,19,39,0.035568506717681886,6.144350924461719e-05,0.007838591024196708,9219.08,2331834.1936000003,1527.0344441432878,353922760.04184973,5.010452793215439e+17,707845519.3907381,2.0000000000000005e+29,1.6e+59,4e+29
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.75",False,True,0.7431095719337464,0.010131216782914834,0.10065394568974846,929.04,19832.7784,140.82889760272926,208524.68,700028975.0575999,26458.060682098374,169000.0,700000000.0,26457.513110645905,0.25,16,39,0.03644551038742065,0.0001433756651879037,0.011973957791302912,10031.26,7924278.132399999,2815.0094373554057,1327210395.577121,5.871624775061457e+17,766265278.807637,7.5e+29,1.8749999999999995e+59,4.330127018922193e+29
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.9",False,True,0.9819443440437317,0.056066842404044435,0.23678437956090861,451.15,15985.1475,126.43238311445371,284640.1,4714686252.91,68663.5729692972,284250.0,4707687500.0,68612.58995257357,1.0,2,39,0.030299811363220214,0.0002761243195616089,0.01661698888371804,8880.36,22449016.590400003,4738.0393192121155,0.9805500102043152,0.05599538279777568,0.23663343550262647,284250.0,4707687500.0,68612.58995257357
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,0.5861103916168213,0.002934113975413447,0.054167462331305934,87.12,63.125600000000006,7.94516204995216,176213.92,181829304.8736,13484.409696890703,174950.0,181247500.0,13462.819169847005,1.0,39,39,0.011112165451049805,0.00012489331491110533,0.01117556776683428,3421.42,9751671.3836,3122.766623300563,0.5815667533874511,0.002883997463100195,0.05370286270861354,174950.0,181247500.0,13462.819169847005
"Fully-random (deterministic with pi) exploration Q-learning (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",False,True,0.5925886011123658,0.003384811625275711,0.05817913393370265,88.29,45.26590000000001,6.727993757428734,175459.08,111234814.43360001,10546.791665411809,174300.0,110010000.0,10488.565202161828,1.0,2,39,0.008619930744171143,0.00013937641594440606,0.011805778921545418,2662.08,11374784.633599998,3372.6524626175164,0.5886430764198303,0.003318315348322466,0.05760482053025134,174300.0,110010000.0,10488.565202161828
Model-free Dijkstra,True,False,0.003991110324859619,1.749992361312138e-05,0.004183291002682145,400.0,0.0,0.0,5782.0,0.0,0.0,1518.0,0.0,0.0,1.0,39,39,,,,,,,,,,,,
Model-free Value Iteration,True,False,0.026770362854003905,3.917203859023175e-05,0.0062587569524812,26.0,0.0,0.0,43784.0,0.0,0.0,39520.0,0.0,0.0,1.0,39,39,,,,,,,,,,,,
Model-free Synchronous Value Iteration,True,False,0.03877321004867554,4.885795532647421e-05,0.006989846588193064,39.0,0.0,0.0,63544.0,0.0,0.0,59280.0,0.0,0.0,1.0,39,39,,,,,,,,,,,,
