Algorithm,Goal reached,Loops encountered,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Shortest Path,Longest Path
"Normal Q-learning (reward, alpha = 0.3, gamma = 0.6 and termination goal, initial values = 0)",True,False,0.2585099053382873,0.0003533392610889393,0.018797320582703784,999.0,0.0,0.0,75266.95,12701.2875,112.69998890860637,24,24
"Normal Q-learning (reward, alpha = 0.6, gamma = 0.6 and termination goal, initial values = 0)",True,False,0.17823019981384278,0.00010009508623797955,0.010004753182261896,999.0,0.0,0.0,49828.59,13351.6019,115.54913197423856,24,24
"Normal Q-learning (reward, alpha = 0.9, gamma = 0.6 and termination goal, initial values = 0)",True,False,0.14533982753753663,8.509770808038865e-05,0.009224841900021303,999.0,0.0,0.0,41168.94,20584.736399999998,143.47381782053475,24,24
"Normal Q-learning (reward, alpha = 0.999, gamma = 0.6 and termination goal, initial values = 0)",True,False,0.14307959794998168,8.572072503517915e-05,0.009258548754269168,999.0,0.0,0.0,39998.45,23453.0475,153.1438784280978,24,24
"Normal Q-learning (reward, alpha = 0.999, gamma = 0.9 and termination goal, initial values = 0)",True,False,0.1401703977584839,8.664467181872623e-05,0.009308311974720563,999.0,0.0,0.0,40170.91,21921.0419,148.057562792314,24,24
"Normal Q-learning (reward, alpha = 0.999, gamma = 0.9 and termination goal, initial values = -1e4)",False,True,1.6241238903999329,0.006894979168339493,0.08303601127426277,999.0,0.0,0.0,500000.0,0.0,0.0,2,2
"Normal Q-learning (reward, alpha = 0.999, gamma = 0.999 and termination goal, initial values = -1e4)",True,False,0.141780047416687,0.00010998579811232503,0.010487411411417263,999.0,0.0,0.0,40312.23,25221.9971,158.81434790345614,24,24
"Normal Q-learning (reward, alpha = 0.2, gamma = 0.999 and termination goal, initial values = 0)",True,False,0.2954994034767151,0.0004496762464339725,0.021205571117844775,999.0,0.0,0.0,85752.62,28290.195599999992,168.19689533401024,24,24
"Normal Q-learning (reward, alpha = 0.999, gamma = 0.5 and termination goal, initial values = 0)",True,False,0.14093064546585082,9.376674081005945e-05,0.009683322818643373,999.0,0.0,0.0,40017.5,25843.81,160.76010077130456,24,24
"Normal Q-learning (reward, alpha = 0.999, gamma = 0.999 and termination goal, initial values = 0)",True,False,0.14237930297851562,8.463381508554447e-05,0.00919966385720394,999.0,0.0,0.0,40202.86,27420.3204,165.59082220944492,24,24
"Normal Q-learning (reward, alpha = 0.999, gamma = 0.999 and termination goal, initial values = +1e4)",True,False,0.14700023889541625,5.420013016839107e-05,0.007362073768198134,999.0,0.0,0.0,40286.98,19853.539600000004,140.90258904647567,24,24
"Normal Q-learning (reward, alpha = 0.999, gamma = 0.999 and termination goal, initial values = +1e7)",True,False,0.14635985374450683,5.827176422949379e-05,0.007633594450158705,999.0,0.0,0.0,40304.83,22857.321099999997,151.1863786853829,24,24
No-discounting Q-learning,True,False,0.1470795226097107,0.0001020699995465918,0.010102969837953186,999.0,0.0,0.0,40185.73,36710.8771,191.60082750343224,24,24
"No-discounting, no stochastic approximation Q-learning",True,False,0.14234009742736817,0.00010091615797537087,0.01004570345846277,999.0,0.0,0.0,40342.87,33709.3731,183.60112499655332,24,24
"cost-based  Q-learning (reward, alpha = 0.999, gamma = 0.9 and termination goal, initial values = +1e4)",False,True,1.614835000038147,0.008841429559000176,0.09402887619768821,999.0,0.0,0.0,500000.0,0.0,0.0,2,2
"cost-based  Q-learning (reward, alpha = 0.999, gamma = 0.999 and termination goal, initial values = +1e4)",True,False,0.1476098871231079,3.122368650522276e-05,0.0055878158975777616,999.0,0.0,0.0,40319.07,23859.6651,154.46574086184935,24,24
"cost-based Q-learning (reward, alpha = 0.999, gamma = 0.999 and termination goal, initial values = 0)",True,False,0.1412069606781006,0.000228879127422124,0.015128751680893041,999.0,0.0,0.0,40196.02,21698.1996,147.30308754401585,24,24
"cost-based Q-learning (reward, alpha = 0.999, gamma = 0.999 and termination goal, initial values = -1e4)",True,False,0.13353893518447876,4.444479484492946e-05,0.006666692946651245,999.0,0.0,0.0,40348.8,25171.840000000004,158.65635820855087,24,24
"cost-based Q-learning (reward, alpha = 0.999, gamma = 0.999 and termination goal, initial values = -1e7)",True,False,0.13867926359176636,0.00010047575702798781,0.01002375962540941,999.0,0.0,0.0,40283.44,26425.9064,162.56046997963557,24,24
cost-based no-discounting Q-learning,True,False,0.14597951173782348,8.380992415524702e-05,0.009154776029769763,999.0,0.0,0.0,40189.46,23914.668400000002,154.64368205652633,24,24
"cost-based Q-learning (No discounting, no stochastic approximation)",True,False,0.13799217462539673,8.034657191917061e-05,0.008963624931866048,999.0,0.0,0.0,40288.62,27264.715600000007,165.1203064435141,24,24
"cost-based Q-learning (No discounting, no stochastic approximation) w/ term action & term goal",True,False,0.14036987781524657,9.110190735534615e-05,0.00954473191636864,999.0,0.0,0.0,40287.58,28694.103600000002,169.39333989268883,24,24
