Algorithm,Goal reached,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Avg convergence action,Var convergence action,STD convergence action,Convergence rate,Shortest Path,Longest Path,Avg Time Goal Discovered,Var Time Goal Discovered,STD Time Goal Discovered,Avg Actions Goal Discovered,Var Actions Goal Discovered,STD Actions Goal Discovered,Avg Time Optimal Initial Cost2Go,Var Time Optimal Initial Cost2Go,STD Time Optimal Initial Cost2Go,Avg Actions Optimal Initial Cost2Go,Var Actions Optimal Initial Cost2Go,STD Actions Optimal Initial Cost2Go,Convergence rate Optimal Initial Cost2Go
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.5, gamma = 1, epsilon = 0)",True,0.5628697872161865,3.408684642636217e-05,0.0058383941650390625,2999.0,0.0,0.0,108153.5,110.25,10.5,0.0,0.0,0.0,0.0,28,28,0.007546544075012207,6.9526629573601895e-06,0.0026367902755737305,1254.0,14161.0,119.0,0.2209007740020752,0.00020258148674656695,0.014233112335205078,41000.0,0.0,0.0,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.7, gamma = 1, epsilon = 0)",True,0.5196473598480225,0.000563024259975009,0.023728132247924805,2999.0,0.0,0.0,100660.0,2025.0,45.0,0.0,0.0,0.0,0.0,28,28,0.005048394203186035,2.3772059876137064e-09,4.875659942626953e-05,1073.0,0.0,0.0,0.1645878553390503,0.00017357776529536295,0.013174891471862793,30000.0,0.0,0.0,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.9, gamma = 1, epsilon = 0)",True,0.5150747299194336,0.0011990924576821271,0.03462791442871094,2999.0,0.0,0.0,97144.0,56644.0,238.0,0.0,0.0,0.0,0.0,28,28,0.004968166351318359,1.0756195933936397e-06,0.0010371208190917969,918.5,31152.25,176.5,0.11945986747741699,6.124021916775746e-05,0.007825613021850586,23000.0,0.0,0.0,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.99, gamma = 1, epsilon = 0)",True,0.4870014190673828,9.942366909854172e-05,0.009971141815185547,2999.0,0.0,0.0,95913.0,3844.0,62.0,0.0,0.0,0.0,0.0,28,28,0.005981326103210449,1.3928058706369484e-10,1.1801719665527344e-05,1125.0,2704.0,52.0,0.10675251483917236,2.2704410312712753e-05,0.004764914512634277,21000.0,0.0,0.0,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.5, gamma = 1, epsilon = 0.25)",True,0.6754229068756104,4.152484416408697e-05,0.006443977355957031,2999.0,0.0,0.0,139159.5,194922.25,441.5,0.0,0.0,0.0,0.0,28,28,0.0050934553146362305,8.728103608746096e-07,0.0009342432022094727,1082.0,256.0,16.0,0.22182178497314453,5.861922147687437e-06,0.002421140670776367,46000.0,0.0,0.0,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.7, gamma = 1, epsilon = 0.25)",True,0.6271904706954956,3.4942652419545084e-05,0.00591123104095459,2999.0,0.0,0.0,132004.5,25440.25,159.5,0.0,0.0,0.0,0.0,28,30,0.005501508712768555,2.2539671249433013e-06,0.001501321792602539,1226.0,42025.0,205.0,0.1648716926574707,6.22029801888857e-07,0.0007886886596679688,34000.0,0.0,0.0,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.9, gamma = 1, epsilon = 0.25)",True,0.6196773052215576,3.91060235074292e-05,0.006253480911254883,2999.0,0.0,0.0,129224.5,433622.25,658.5,0.0,0.0,0.0,0.0,28,28,0.007622718811035156,2.5784302692954952e-06,0.0016057491302490234,1463.0,256.0,16.0,0.1305680274963379,2.805763239166481e-05,0.005296945571899414,27000.0,0.0,0.0,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.99, gamma = 1, epsilon = 0.25)",True,0.6090173721313477,5.267420880272766e-05,0.007257699966430664,2999.0,0.0,0.0,126958.0,41616.0,204.0,0.0,0.0,0.0,0.0,28,29,0.005484819412231445,2.3563279683003202e-07,0.00048542022705078125,1187.5,72092.25,268.5,0.11260640621185303,2.9132347791005486e-05,0.005397439002990723,24500.0,250000.0,500.0,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.5, gamma = 1, epsilon = 0.5)",True,0.964348316192627,0.00036686933350438267,0.019153833389282227,2999.0,0.0,0.0,201752.0,245025.0,495.0,0.0,0.0,0.0,0.0,28,28,0.006628870964050293,1.9723523934089826e-06,0.001404404640197754,1692.5,100172.25,316.5,0.24254870414733887,2.0090737962163985e-09,4.482269287109375e-05,53000.0,0.0,0.0,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.7, gamma = 1, epsilon = 0.5)",True,0.9438645839691162,0.00042885437102313517,0.020708799362182617,2999.0,0.0,0.0,197574.0,784.0,28.0,0.0,0.0,0.0,0.0,28,28,0.008039236068725586,3.996559883034934e-06,0.0019991397857666016,1660.5,126380.25,355.5,0.19428730010986328,9.55211617679197e-05,0.009773492813110352,39000.0,0.0,0.0,1.0
