Algorithm,Goal reached,Loops encountered,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Shortest Path,Longest Path
"Normal Q-learning (reward, alpha = 0.001, gamma = 0.01 and termination goal, initial values = 0)",False,True,1.6666173839569092,0.0026638237519317955,0.05161224420553514,999.0,0.0,0.0,472330.08,1444432.2736,1201.845361766646,2,11
"Normal Q-learning (reward, alpha = 0.01, gamma = 0.001 and termination goal, initial values = 0)",False,True,1.7118707537651061,0.00538097065927488,0.07335509974960759,999.0,0.0,0.0,472138.14,2212196.1804000004,1487.3453467167606,2,13
"Normal Q-learning (reward, alpha = 0.01, gamma = 0.01 and termination goal, initial values = 0)",False,True,1.6837038064002992,0.000985999496218591,0.0314006289143799,999.0,0.0,0.0,471315.08,2406403.4135999996,1551.2586546414493,2,20
"Normal Q-learning (reward, alpha = 0.1, gamma = 0.1 and termination goal, initial values = 0)",False,True,1.3669571352005006,0.005333423677672704,0.0730302928768104,999.0,0.0,0.0,383044.63,4795642.273100001,2189.895493648042,2,2
"Normal Q-learning (reward, alpha = 0.3, gamma = 0.1 and termination goal, initial values = 0)",False,True,1.4341719627380372,0.003253486259247893,0.057039339575839176,999.0,0.0,0.0,440234.35,2841869.9875,1685.784680052586,2,2
"Normal Q-learning (reward, alpha = 0.3, gamma = 0.5 and termination goal, initial values = 0)",True,False,0.2698219347000122,0.0002538278543074512,0.015931975844428438,999.0,0.0,0.0,78698.93,17394.125099999997,131.88678895173692,24,24
"Normal Q-learning (reward, alpha = 0.3, gamma = 0.6 and termination goal, initial values = 0)",True,False,0.2585099053382873,0.0003533392610889393,0.018797320582703784,999.0,0.0,0.0,75266.95,12701.2875,112.69998890860637,24,24
"Normal Q-learning (reward, alpha = 0.6, gamma = 0.6 and termination goal, initial values = 0)",True,False,0.17823019981384278,0.00010009508623797955,0.010004753182261896,999.0,0.0,0.0,49828.59,13351.6019,115.54913197423856,24,24
"Normal Q-learning (reward, alpha = 0.9, gamma = 0.6 and termination goal, initial values = 0)",True,False,0.14533982753753663,8.509770808038865e-05,0.009224841900021303,999.0,0.0,0.0,41168.94,20584.736399999998,143.47381782053475,24,24
"Normal Q-learning (reward, alpha = 0.999, gamma = 0.6 and termination goal, initial values = 0)",True,False,0.14307959794998168,8.572072503517915e-05,0.009258548754269168,999.0,0.0,0.0,39998.45,23453.0475,153.1438784280978,24,24
"Normal Q-learning (reward, alpha = 0.999, gamma = 0.9 and termination goal, initial values = 0)",True,False,0.1401703977584839,8.664467181872623e-05,0.009308311974720563,999.0,0.0,0.0,40170.91,21921.0419,148.057562792314,24,24
"Normal Q-learning (reward, alpha = 0.999, gamma = 0.9 and termination goal, initial values = -1e4)",False,True,1.6241238903999329,0.006894979168339493,0.08303601127426277,999.0,0.0,0.0,500000.0,0.0,0.0,2,2
"Normal Q-learning (reward, alpha = 0.999, gamma = 0.999 and termination goal, initial values = -1e4)",True,False,0.141780047416687,0.00010998579811232503,0.010487411411417263,999.0,0.0,0.0,40312.23,25221.9971,158.81434790345614,24,24
"Normal Q-learning (reward, alpha = 0.2, gamma = 0.999 and termination goal, initial values = 0)",True,False,0.2954994034767151,0.0004496762464339725,0.021205571117844775,999.0,0.0,0.0,85752.62,28290.195599999992,168.19689533401024,24,24
"Normal Q-learning (reward, alpha = 0.999, gamma = 0.5 and termination goal, initial values = 0)",True,False,0.14093064546585082,9.376674081005945e-05,0.009683322818643373,999.0,0.0,0.0,40017.5,25843.81,160.76010077130456,24,24
"Normal Q-learning (reward, alpha = 0.999, gamma = 0.999 and termination goal, initial values = 0)",True,False,0.14237930297851562,8.463381508554447e-05,0.00919966385720394,999.0,0.0,0.0,40202.86,27420.3204,165.59082220944492,24,24
"Normal Q-learning (reward, alpha = 0.999, gamma = 0.999 and termination goal, initial values = +1e4)",True,False,0.14700023889541625,5.420013016839107e-05,0.007362073768198134,999.0,0.0,0.0,40286.98,19853.539600000004,140.90258904647567,24,24
"Normal Q-learning (reward, alpha = 0.999, gamma = 0.999 and termination goal, initial values = +1e7)",True,False,0.14635985374450683,5.827176422949379e-05,0.007633594450158705,999.0,0.0,0.0,40304.83,22857.321099999997,151.1863786853829,24,24
No-discounting Q-learning,True,False,0.1470795226097107,0.0001020699995465918,0.010102969837953186,999.0,0.0,0.0,40185.73,36710.8771,191.60082750343224,24,24
"No-discounting, no stochastic approximation Q-learning",True,False,0.14234009742736817,0.00010091615797537087,0.01004570345846277,999.0,0.0,0.0,40342.87,33709.3731,183.60112499655332,24,24
"cost-based  Q-learning (alpha = 0.001, gamma = 0.01 and termination goal, initial values = 0)",False,True,1.6894398188591004,0.0022265741087411414,0.047186588229507984,999.0,0.0,0.0,472206.4,2050209.22,1431.8551672568005,2,9
"cost-based  Q-learning (alpha = 0.01, gamma = 0.001 and termination goal, initial values = 0)",False,True,1.690999183654785,0.0010490524871960589,0.03238907975222604,999.0,0.0,0.0,472137.16,1374101.3744,1172.220702086429,2,14
"cost-based  Q-learning (alpha = 0.01, gamma = 0.01 and termination goal, initial values = 0)",False,True,1.6851744151115418,0.0025719032677083025,0.050713935636157274,999.0,0.0,0.0,471006.64,2032304.1704000002,1425.5890608446741,2,14
"cost-based  Q-learning (alpha = 0.1, gamma = 0.1 and termination goal, initial values = 0)",False,True,1.357580804824829,0.0016485188327294508,0.040601956020978235,999.0,0.0,0.0,382674.39,4071547.8779,2017.807691010221,2,2
"cost-based  Q-learning (alpha = 0.3, gamma = 0.1 and termination goal, initial values = 0)",False,True,1.5278526639938355,0.0012810826497609694,0.03579221493231411,999.0,0.0,0.0,440467.82,2638062.9875999996,1624.2114971887127,2,2
"cost-based  Q-learning (alpha = 0.3, gamma = 0.5 and termination goal, initial values = 0)",True,False,0.2826720905303955,0.0001559064150750146,0.012486249039443936,999.0,0.0,0.0,78689.15,18769.9675,137.0035309763949,24,24
"cost-based  Q-learning (alpha = 0.3, gamma = 0.6 and termination goal, initial values = 0)",True,False,0.27335198402404787,6.962118376791295e-05,0.008343930954167402,999.0,0.0,0.0,75308.64,16333.570400000004,127.80285755803743,24,24
"cost-based  Q-learning (alpha = 0.6, gamma = 0.6 and termination goal, initial values = 0)",True,False,0.17983187675476076,6.116300804060302e-05,0.00782067823405381,999.0,0.0,0.0,49814.44,18465.9064,135.88931672504648,24,24
"cost-based  Q-learning (alpha = 0.9, gamma = 0.6 and termination goal, initial values = 0)",True,False,0.1501113796234131,5.651448340258867e-05,0.0075176115490618875,999.0,0.0,0.0,41180.87,18843.1531,137.27036497365336,24,24
"cost-based  Q-learning (alpha = 0.999, gamma = 0.6 and termination goal, initial values = 0)",True,False,0.14524053573608398,7.297505917667877e-05,0.008542544069343674,999.0,0.0,0.0,40001.5,23649.09,153.78260629863183,24,24
"cost-based  Q-learning (alpha = 0.999, gamma = 0.9 and termination goal, initial values = 0)",True,False,0.14418073415756225,6.668801621351008e-05,0.008166273092023685,999.0,0.0,0.0,40157.64,23383.190400000007,152.91563164045724,24,24
"cost-based  Q-learning (alpha = 0.2, gamma = 0.999 and termination goal, initial values = 0)",True,False,0.3094722008705139,0.00014262230962060017,0.011942458273764249,999.0,0.0,0.0,85781.52,24575.229600000006,156.76488637446846,24,24
"cost-based  Q-learning (alpha = 0.999, gamma = 0.5 and termination goal, initial values = 0)",True,False,0.1444610071182251,7.455064125199441e-05,0.008634271321425706,999.0,0.0,0.0,40001.6,21276.64,145.86514319740684,24,24
"cost-based  Q-learning (alpha = 0.999, gamma = 0.1 and termination goal, initial values = 0)",False,True,1.6270182919502258,0.0021835048143203214,0.046727987484165436,999.0,0.0,0.0,474682.28,1946934.1216,1395.3258119880102,2,2
"cost-based  Q-learning (alpha = 0.999, gamma = 0.01 and termination goal, initial values = 0)",False,True,1.7065526509284974,0.0025100022211698787,0.050099922366904706,999.0,0.0,0.0,495860.62,301882.7156,549.4385457901548,2,2
"cost-based  Q-learning (alpha = 0.999, gamma = 0.001 and termination goal, initial values = 0)",False,True,1.7052577805519105,0.0019489985289220105,0.04414746344833427,999.0,0.0,0.0,498933.07,76005.2851,275.6905604114874,2,2
"cost-based  Q-learning (alpha = 0.999, gamma = 0.0001 and termination goal, initial values = 0)",False,True,1.7117119574546813,0.0033768865745488425,0.058110984973142925,999.0,0.0,0.0,499668.51,35996.8899,189.72846359995646,2,2
"cost-based  Q-learning (reward, alpha = 0.999, gamma = 0.9 and termination goal, initial values = +1e4)",False,True,1.614835000038147,0.008841429559000176,0.09402887619768821,999.0,0.0,0.0,500000.0,0.0,0.0,2,2
"cost-based  Q-learning (reward, alpha = 0.999, gamma = 0.999 and termination goal, initial values = +1e4)",True,False,0.1476098871231079,3.122368650522276e-05,0.0055878158975777616,999.0,0.0,0.0,40319.07,23859.6651,154.46574086184935,24,24
"cost-based Q-learning (reward, alpha = 0.999, gamma = 0.999 and termination goal, initial values = 0)",True,False,0.1412069606781006,0.000228879127422124,0.015128751680893041,999.0,0.0,0.0,40196.02,21698.1996,147.30308754401585,24,24
"cost-based Q-learning (reward, alpha = 0.999, gamma = 0.999 and termination goal, initial values = -1e4)",True,False,0.13353893518447876,4.444479484492946e-05,0.006666692946651245,999.0,0.0,0.0,40348.8,25171.840000000004,158.65635820855087,24,24
"cost-based Q-learning (reward, alpha = 0.999, gamma = 0.999 and termination goal, initial values = -1e7)",True,False,0.13867926359176636,0.00010047575702798781,0.01002375962540941,999.0,0.0,0.0,40283.44,26425.9064,162.56046997963557,24,24
cost-based no-discounting Q-learning,True,False,0.14597951173782348,8.380992415524702e-05,0.009154776029769763,999.0,0.0,0.0,40189.46,23914.668400000002,154.64368205652633,24,24
"cost-based Q-learning (No discounting, no stochastic approximation)",True,False,0.13799217462539673,8.034657191917061e-05,0.008963624931866048,999.0,0.0,0.0,40288.62,27264.715600000007,165.1203064435141,24,24
"cost-based Q-learning (No discounting, no stochastic approximation) w/ term action & term goal",True,False,0.14036987781524657,9.110190735534615e-05,0.00954473191636864,999.0,0.0,0.0,40287.58,28694.103600000002,169.39333989268883,24,24
"cost-based Q-learning (No discounting, no stochastic approximation, no term goal) w/ term action",True,False,1.7311605429649353,0.008377262885837917,0.09152738871965002,999.0,0.0,0.0,500000.0,0.0,0.0,24,24
"cost-based Q-learning (No discounting, no stochastic approximation, no termination at all)",False,True,1.675739176273346,0.006092231804037119,0.07805275013756478,999.0,0.0,0.0,500000.0,0.0,0.0,2,12
"Fully-random exploration Q-learning(No discounting, no stochastic approximation) w/ term action & term goal",True,False,4.540069932937622,0.05297820748603213,0.2301699534822739,999.0,0.0,0.0,1539033.31,897340474.9538999,29955.641788382698,24,24
