Algorithm,Goal reached,Loops encountered,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Shortest Path,Longest Path
"Normal Q-learning (reward, alpha = 0.001, gamma = 0.01 and termination goal, initial values = 0)",False,True,0.14505271434783937,9.917537959652237e-05,0.009958683627695097,999.0,0.0,0.0,45166.92,179.15360000000004,13.38482723086107,2,4
"Normal Q-learning (reward, alpha = 0.01, gamma = 0.001 and termination goal, initial values = 0)",False,True,0.13673234939575196,9.279623682109561e-05,0.009633080339179966,999.0,0.0,0.0,43145.82,91.36759999999998,9.558640070637663,2,6
"Normal Q-learning (reward, alpha = 0.01, gamma = 0.01 and termination goal, initial values = 0)",False,True,0.11215248823165894,6.307795842037081e-05,0.00794216333377568,999.0,0.0,0.0,35167.4,74.92,8.655634003352962,2,8
"Normal Q-learning (reward, alpha = 0.1, gamma = 0.1 and termination goal, initial values = 0)",True,False,0.025330755710601807,5.357974462066296e-06,0.0023147298896558743,999.0,0.0,0.0,7566.44,1225.4864,35.0069478818134,6,6
"Normal Q-learning (reward, alpha = 0.3, gamma = 0.1 and termination goal, initial values = 0)",True,False,0.02011065721511841,2.2925977433430943e-06,0.0015141326703242005,999.0,0.0,0.0,6269.92,1387.1936000000005,37.24504799298828,6,6
"Normal Q-learning (reward, alpha = 0.3, gamma = 0.5 and termination goal, initial values = 0)",True,False,0.018420438766479492,8.611916640347773e-07,0.0009280041293198955,999.0,0.0,0.0,6010.5,1664.83,40.802328364935256,6,6
"Normal Q-learning (reward, alpha = 0.3, gamma = 0.6 and termination goal, initial values = 0)",True,False,0.019919688701629638,7.212422009223473e-06,0.002685595280235552,999.0,0.0,0.0,5996.88,1219.7056,34.92428381513356,6,6
"Normal Q-learning (reward, alpha = 0.6, gamma = 0.6 and termination goal, initial values = 0)",True,False,0.020300097465515136,1.989632759864435e-06,0.0014105434271458766,999.0,0.0,0.0,5846.38,1198.0556,34.61293977691002,6,6
"Normal Q-learning (reward, alpha = 0.9, gamma = 0.6 and termination goal, initial values = 0)",True,False,0.019149084091186524,1.7793913305922615e-06,0.0013339382784043126,999.0,0.0,0.0,5801.5,1951.55,44.17635113949544,6,6
"Normal Q-learning (reward, alpha = 0.999, gamma = 0.6 and termination goal, initial values = 0)",True,False,0.01850006580352783,2.0459007618001123e-06,0.0014303498739120133,999.0,0.0,0.0,5811.66,1457.1244000000004,38.17229885663163,6,6
