Algorithm,Goal reached,Loops encountered,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Shortest Path,Longest Path
"Normal Q-learning (reward, alpha = 0.001, gamma = 0.01 and termination goal, initial values = 0)",False,True,1.504125747680664,0.0002636113472186935,0.016236112441674378,999.0,0.0,0.0,499972.22,2428.3115999999995,49.277901741044126,2,8
"Normal Q-learning (reward, alpha = 0.01, gamma = 0.001 and termination goal, initial values = 0)",False,True,1.516366057395935,0.0015238819950077185,0.03903693116790456,999.0,0.0,0.0,499929.66,6465.364400000002,80.4074897008979,19,20
"Normal Q-learning (reward, alpha = 0.01, gamma = 0.01 and termination goal, initial values = 0)",False,True,1.5092803359031677,0.00039212742394553854,0.019802207552329577,999.0,0.0,0.0,499929.94,6559.956400000001,80.99355776850403,18,27
"Normal Q-learning (reward, alpha = 0.1, gamma = 0.1 and termination goal, initial values = 0)",False,True,1.5021147298812867,0.0007126179363903932,0.026694904689666777,999.0,0.0,0.0,499989.38,766.2955999999999,27.682044722166026,2,2
"Normal Q-learning (reward, alpha = 0.3, gamma = 0.1 and termination goal, initial values = 0)",False,True,1.4958191585540772,0.00039022125436199534,0.019754018688914805,999.0,0.0,0.0,499992.42,500.9036000000001,22.38087576481314,2,2
"Normal Q-learning (reward, alpha = 0.3, gamma = 0.5 and termination goal, initial values = 0)",False,True,1.4961484122276305,0.00463603336897433,0.06808842316410572,999.0,0.0,0.0,490783.92,419136.9536,647.4078726737882,2,2
"Normal Q-learning (reward, alpha = 0.3, gamma = 0.6 and termination goal, initial values = 0)",False,True,1.4609447741508483,0.004113997468679707,0.06414045111066578,999.0,0.0,0.0,461933.42,1162183.7836000002,1078.046280824715,2,2
"Normal Q-learning (reward, alpha = 0.6, gamma = 0.6 and termination goal, initial values = 0)",False,True,1.491406624317169,0.0056935939869059175,0.07545590756796924,999.0,0.0,0.0,474218.96,1440515.3984,1200.2147301212397,2,2
"Normal Q-learning (reward, alpha = 0.9, gamma = 0.6 and termination goal, initial values = 0)",False,True,1.527483503818512,0.0070617921070516496,0.08403446975528345,999.0,0.0,0.0,481634.5,805756.27,897.6392761014861,2,2
"Normal Q-learning (reward, alpha = 0.999, gamma = 0.6 and termination goal, initial values = 0)",False,True,1.542704644203186,0.006139396566204162,0.0783543015169184,999.0,0.0,0.0,484531.58,1036511.9436000001,1018.0923060312361,2,2
"Normal Q-learning (reward, alpha = 0.999, gamma = 0.9 and termination goal, initial values = 0)",True,False,0.364474515914917,0.0005332512212631626,0.023092232920684883,999.0,0.0,0.0,115672.38,35137.495599999995,187.44998159509112,91,91
"Normal Q-learning (reward, alpha = 0.999, gamma = 0.9 and termination goal, initial values = -1e4)",False,True,1.5423420906066894,0.006400830814762912,0.0800051924237603,999.0,0.0,0.0,500000.0,0.0,0.0,2,2
"Normal Q-learning (reward, alpha = 0.999, gamma = 0.999 and termination goal, initial values = -1e4)",True,False,0.36807807922363284,0.000521304105930676,0.022832085010587096,999.0,0.0,0.0,115545.62,29100.455599999998,170.58855647434268,91,91
"Normal Q-learning (reward, alpha = 0.2, gamma = 0.999 and termination goal, initial values = 0)",True,False,0.5274983739852905,0.0008981648856233959,0.02996939915352652,999.0,0.0,0.0,170546.1,25291.870000000006,159.03417871640048,91,91
"Normal Q-learning (reward, alpha = 0.999, gamma = 0.5 and termination goal, initial values = 0)",False,True,1.5609075379371644,0.006968264835290772,0.0834761333273815,999.0,0.0,0.0,494357.38,429863.7356000001,655.6399435665891,2,2
"Normal Q-learning (reward, alpha = 0.999, gamma = 0.999 and termination goal, initial values = 0)",True,False,0.36933533430099486,0.0005152632093677938,0.022699409890298772,999.0,0.0,0.0,115584.08,26443.5936,162.61486278935269,91,91
"Normal Q-learning (reward, alpha = 0.999, gamma = 0.999 and termination goal, initial values = +1e4)",True,False,0.3572950553894043,0.0009343795677030811,0.030567622866410158,999.0,0.0,0.0,115519.08,32557.313599999998,180.4364530797477,91,91
"Normal Q-learning (reward, alpha = 0.999, gamma = 0.999 and termination goal, initial values = +1e7)",True,False,0.3627473020553589,0.000527135736988862,0.02295943677420816,999.0,0.0,0.0,115564.66,32335.68440000001,179.82125680797589,91,91
No-discounting Q-learning,True,False,0.34912399291992186,0.00033169074305274075,0.018212378841127284,999.0,0.0,0.0,115561.2,31416.960000000006,177.24830041498285,91,91
"No-discounting, no stochastic approximation Q-learning",True,False,0.3548868989944458,0.0004324873720695677,0.020796330735722773,999.0,0.0,0.0,115302.92,44533.07359999998,211.02860848709585,91,91
"cost-based  Q-learning (alpha = 0.001, gamma = 0.01 and termination goal, initial values = 0)",False,True,1.6122664165496827,0.003880220674469092,0.062291417341950824,999.0,0.0,0.0,499960.34,3438.9644000000008,58.64268411319524,2,11
"cost-based  Q-learning (alpha = 0.01, gamma = 0.001 and termination goal, initial values = 0)",False,True,1.6263633608818053,0.003089719529840949,0.0555852456128508,999.0,0.0,0.0,499925.48,6436.609600000002,80.22848371993578,20,20
"cost-based  Q-learning (alpha = 0.01, gamma = 0.01 and termination goal, initial values = 0)",False,True,1.6188805651664735,0.002427078791715593,0.049265391419490344,999.0,0.0,0.0,499944.26,4201.0924,64.81583448510094,18,38
"cost-based  Q-learning (alpha = 0.1, gamma = 0.1 and termination goal, initial values = 0)",False,True,1.605372087955475,0.004695761578974788,0.06852562716951073,999.0,0.0,0.0,499992.62,935.4155999999999,30.584564734519272,2,2
"cost-based  Q-learning (alpha = 0.3, gamma = 0.1 and termination goal, initial values = 0)",False,True,1.5901686668395996,0.002902433210999789,0.05387423513145954,999.0,0.0,0.0,499996.98,88.75959999999999,9.421231342027431,2,2
"cost-based  Q-learning (alpha = 0.3, gamma = 0.5 and termination goal, initial values = 0)",False,True,1.585439190864563,0.0024016332567257676,0.04900646137730991,999.0,0.0,0.0,490636.34,595946.1644,771.9754946887887,2,2
"cost-based  Q-learning (alpha = 0.3, gamma = 0.6 and termination goal, initial values = 0)",False,True,1.4761687588691712,0.0027877576317808404,0.052799219992163145,999.0,0.0,0.0,461928.8,1159059.84,1076.5964146327071,2,2
"cost-based  Q-learning (alpha = 0.6, gamma = 0.6 and termination goal, initial values = 0)",False,True,1.5144258689880372,0.0038507117725106125,0.06205410359122604,999.0,0.0,0.0,474033.06,1313830.7563999998,1146.2245663045264,2,2
"cost-based  Q-learning (alpha = 0.9, gamma = 0.6 and termination goal, initial values = 0)",False,True,1.528709387779236,0.002900842983595453,0.05385947440883037,999.0,0.0,0.0,481389.06,947234.3564,973.2596551794387,2,2
"cost-based  Q-learning (alpha = 0.999, gamma = 0.6 and termination goal, initial values = 0)",False,True,1.5505880045890807,0.0024627226071714347,0.04962582600996617,999.0,0.0,0.0,484750.3,825367.7100000002,908.4975013724585,2,2
"cost-based  Q-learning (alpha = 0.999, gamma = 0.9 and termination goal, initial values = 0)",True,False,0.36858153104782104,0.00033763841794040556,0.01837493994385847,999.0,0.0,0.0,115629.68,29727.657600000013,172.41710355994272,91,91
