Algorithm,Goal reached,Loops encountered,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Shortest Path,Longest Path
"Normal Q-learning (reward, alpha = 0.001, gamma = 0.01 and termination goal, initial values = 0)",False,True,1.8493428134918213,0.006013577970288588,0.07754726281622445,999.0,0.0,0.0,497527.92,232236.71359999996,481.90944543555065,2,19
"Normal Q-learning (reward, alpha = 0.01, gamma = 0.001 and termination goal, initial values = 0)",False,True,1.8082109117507934,0.009048212367864177,0.09512209190227146,999.0,0.0,0.0,497473.72,202532.08160000003,450.0356448104972,2,10
"Normal Q-learning (reward, alpha = 0.01, gamma = 0.01 and termination goal, initial values = 0)",False,True,1.8076364088058472,0.0030855761498751006,0.05554796260777798,999.0,0.0,0.0,497273.68,203180.21759999997,450.75516369754433,2,16
"Normal Q-learning (reward, alpha = 0.1, gamma = 0.1 and termination goal, initial values = 0)",False,True,1.7196408820152282,0.007931705543915831,0.0890601231972864,999.0,0.0,0.0,494497.42,478649.8635999999,691.8452598666843,5,5
"Normal Q-learning (reward, alpha = 0.3, gamma = 0.1 and termination goal, initial values = 0)",False,True,1.6757153367996216,0.005240945001260592,0.07239437133686977,999.0,0.0,0.0,496667.12,193729.70559999996,440.1473680484753,5,5
"Normal Q-learning (reward, alpha = 0.3, gamma = 0.5 and termination goal, initial values = 0)",True,False,0.3750484108924866,0.0004444379122405451,0.021081696142401473,999.0,0.0,0.0,102583.22,24079.271600000007,155.1749709199264,33,33
"Normal Q-learning (reward, alpha = 0.3, gamma = 0.6 and termination goal, initial values = 0)",True,False,0.35161877870559693,0.0005952256732625472,0.024397247247641425,999.0,0.0,0.0,98320.02,25773.7996,160.54220504278618,33,33
"Normal Q-learning (reward, alpha = 0.6, gamma = 0.6 and termination goal, initial values = 0)",True,False,0.23965850353240967,0.00014059891349095323,0.01185744127082033,999.0,0.0,0.0,66064.48,26282.0896,162.11751786898293,33,33
"Normal Q-learning (reward, alpha = 0.9, gamma = 0.6 and termination goal, initial values = 0)",True,False,0.20070961236953735,0.00012931104207684142,0.011371501311473407,999.0,0.0,0.0,55113.62,23705.415600000004,153.96563122983,33,33
"Normal Q-learning (reward, alpha = 0.999, gamma = 0.6 and termination goal, initial values = 0)",True,False,0.185227689743042,0.00014437744404644946,0.012015716543196641,999.0,0.0,0.0,53440.52,21967.889600000006,148.21568607944303,33,33
