Algorithm,Goal reached,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Avg convergence action,Var convergence action,STD convergence action,Convergence rate,Shortest Path,Longest Path,Avg Time Goal Discovered,Var Time Goal Discovered,STD Time Goal Discovered,Avg Actions Goal Discovered,Var Actions Goal Discovered,STD Actions Goal Discovered,Avg Time Optimal Initial Cost2Go,Var Time Optimal Initial Cost2Go,STD Time Optimal Initial Cost2Go,Avg Actions Optimal Initial Cost2Go,Var Actions Optimal Initial Cost2Go,STD Actions Optimal Initial Cost2Go,Convergence rate Optimal Initial Cost2Go
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.05, gamma = 1, epsilon = 0)",True,1.651500153541565,0.003929338630815096,0.06268443691072845,2999.0,0.0,0.0,347072.2,13014.960000000003,114.08312758686098,0.0,0.0,0.0,0.0,22,4769,0.006953310966491699,1.0861420151400125e-05,0.0032956668750649125,1367.4,6481.84,80.50987517068947,1.5946181535720825,0.004390470404258054,0.06626062484053447,335600.0,240000.0,489.89794855663564,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.1, gamma = 1, epsilon = 0)",True,0.9885436773300171,0.003990499266104166,0.06317039865399114,2999.0,0.0,0.0,206084.7,17020.41,130.46229340311322,0.0,0.0,0.0,0.0,22,22,0.007376159940447126,1.2165205093043946e-05,0.0034878654063830996,1354.2,2690.16,51.86675235639879,0.8163817644119262,0.00261284479876224,0.05111599357111471,168100.0,90000.0,300.0,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.05, gamma = 1, epsilon = 0.25)",True,1.7391026735305786,0.004361841965465487,0.06604424248536346,2999.0,0.0,0.0,367221.4,104378.24000000002,323.07621391863563,0.0,0.0,0.0,0.0,22,22,0.009729766845703125,1.385588247103442e-05,0.0037223490528206,2100.5,293976.45,542.195951663234,1.6370815992355348,0.004059762892784988,0.06371626866652651,345900.0,90000.0,300.0,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.1, gamma = 1, epsilon = 0.25)",True,1.102429747581482,0.002189392439268545,0.04679094398779047,2999.0,0.0,0.0,236929.8,92192.76000000001,303.63260694464293,0.0,0.0,0.0,0.0,22,22,0.007631421089172363,1.3046283621065414e-05,0.0036119639562245654,2043.4,295732.64,543.8130561139554,0.8049539804458619,0.0015895382790068878,0.03986901402100242,174700.0,210000.0,458.257569495584,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.05, gamma = 1, epsilon = 0.5)",True,1.9284748554229736,0.004968738762622707,0.07048928118957312,2999.0,0.0,0.0,414265.7,970489.01,985.134006112874,0.0,0.0,0.0,0.0,22,22,0.010017368528578017,4.140170747991816e-05,0.006434415861592889,2300.8,499434.16000000003,706.7065586224596,1.7107574462890625,0.002886372432087683,0.05372497028466077,369900.0,890000.0,943.3981132056604,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.1, gamma = 1, epsilon = 0.5)",True,1.4020190715789795,0.004410617601192825,0.06641248076373013,2999.0,0.0,0.0,292894.3,845588.01,919.5585951966302,0.0,0.0,0.0,0.0,22,22,0.010224050945705838,1.0325970426919536e-06,0.0010161678221100852,1910.8,405884.36,637.090543015669,0.888432788848877,0.002682358781030416,0.051791493326900855,188300.0,1210000.0,1100.0,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.05, gamma = 1, epsilon = 0.75)",True,2.660927724838257,0.0059251958060917796,0.07697529347843877,2999.0,0.0,0.0,579060.7,8057422.209999999,2838.559883109743,0.0,0.0,0.0,0.0,22,22,0.011342692375183105,2.7420684944559067e-05,0.005236476386326885,2757.9,716899.69,846.6992913661851,1.997933292388916,0.004388777714714251,0.06624785064222273,435100.0,10490000.0,3238.8269481403295,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.1, gamma = 1, epsilon = 0.75)",True,2.176317811012268,0.0037829826413968703,0.061505956145700806,2999.0,0.0,0.0,480059.7,10937106.41,3307.1296330806267,0.0,0.0,0.0,0.0,22,23,0.02065553665161133,9.722200850546871e-05,0.009860122134409325,3650.4,1304002.6400000001,1141.9293498286136,1.0070283174514771,0.0018879374015506301,0.04345040162703482,224600.0,7240000.0,2690.724809414742,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.05, gamma = 1, epsilon = 0.9)",True,5.083928155899048,0.0049757040866188615,0.07053867085945738,2999.0,0.0,0.0,1132342.5,54931115.85,7411.552863604226,0.0,0.0,0.0,0.0,22,22,0.012952232360839843,3.081987402083541e-05,0.00555156500644957,2654.2,2117071.76,1455.0160686397933,2.43618905544281,0.010048751991374161,0.10024346358428644,542500.0,53250000.0,7297.259759663212,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.1, gamma = 1, epsilon = 0.9)",True,4.765716147422791,0.058971957626716295,0.2428414248572848,2871.8,12682.759999999998,112.61776058863894,1062596.7,1179338313.6099997,34341.49550631131,1048857.142857143,1065265306.122449,32638.402321842426,0.7,22,22,0.008670616149902343,2.604982323418881e-05,0.005103902745369352,2781.4,1750836.44,1323.191762368554,1.2382927894592286,0.0018618969059070879,0.04314970342779992,278100.0,16490000.0,4060.7881008493905,1.0
