Algorithm,Goal reached,Loops encountered,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Avg convergence action,Var convergence actio ,STD convergence action,Convergence rate,Shortest Path,Longest Path,Avg Time Goal Discovered,Var Time Goal Discovered,STD Time Goal Discovered,Avg Actions Goal Discovered,Var Actions Goal Discovered,STD Actions Goal Discovered,Avg Time Optimal Initial Cost2Go,Var Time Optimal Initial Cost2Go,STD Time Optimal Initial Cost2Go,Avg Actions Optimal Initial Cost2Go,Var Actions Optimal Initial Cost2Go,STD Actions Optimal Initial Cost2Go
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0",True,False,0.018480803966522217,2.5151978623961212e-05,0.005015174834834895,999.0,0.0,0.0,5094.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6,0.0003466343879699707,3.4610162855358344e-06,0.0018603806829613756,43.0,0.0,0.0,0.004663972854614258,1.3169300786194072e-05,0.003628953125378457,1000.0,0.0,0.0
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.25",True,False,0.024521329402923585,4.8832079776383344e-05,0.006987995404719678,932.41,35026.86189999999,187.1546470168454,6754.87,1772469.0531000001,1331.341073166452,4736.8421052631575,4299168.975069252,2073.4437477465485,0.19,6,6,0.00040754079818725584,2.3976993672647497e-06,0.0015484506344293802,50.98,115.87960000000002,10.764738733476072,0.0056306265168270826,1.2688380360685745e-05,0.0035620752884639797,1000.0,0.0,0.0
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.5",True,False,0.014967403411865234,9.067237141803161e-05,0.009522204126043068,370.8,50469.32,224.65377806749657,4324.6,6600792.28,2569.2007083916196,4092.783505154639,5115102.561377404,2261.659249616839,0.97,6,6,0.00047805547714233396,3.1717900206956517e-06,0.0017809519984254634,59.2,360.68000000000006,18.99157708037961,0.006181818539979028,1.1228861574403604e-05,0.0033509493541985388,1000.0,0.0,0.0
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.75",True,False,0.006914970874786377,2.9708272333544985e-05,0.005450529546158335,88.69,2537.2139,50.37076433805626,1978.77,1094787.2771,1046.3208289525733,1960.0,1098400.0,1048.0458005259122,1.0,6,6,0.00017487525939941407,7.62242457858519e-07,0.0008730649791730962,58.8,842.92,29.03308457604875,0.005293607711791992,1.1045080591297912e-05,0.003323413996374498,1000.0,0.0,0.0
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.9",True,False,0.005596830844879151,3.2709739014870825e-05,0.005719242870771517,48.79,512.8659,22.646542782508767,1699.85,522038.7275,722.5224754289654,1670.0,521100.0,721.8725649309579,1.0,6,6,0.000437774658203125,5.46561264141019e-06,0.002337864975016776,55.5,1463.63,38.257417581431184,0.006947532296180725,2.2725826090678563e-05,0.004767161219287487,1000.0,0.0,0.0
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,0.005778133869171143,1.9302248347656814e-05,0.004393432410730455,36.87,235.6731,15.351648119990244,1756.53,508983.1291,713.4305355814257,1720.0,501600.0,708.237248385031,1.0,6,6,0.00013211727142333984,7.262044232675181e-07,0.0008521762864968246,47.82,1368.4076,36.991993728373174,0.005303418194806135,1.014898949019587e-05,0.003185747869840906,1000.0,0.0,0.0
"Fully-random (deterministic with pi) exploration Q-learning (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,0.006806881427764893,2.211448355371317e-05,0.004702603912059059,43.02,372.4596000000001,19.29921241916364,2022.04,732757.4584000002,856.0125340203847,1980.0,739600.0,860.0,1.0,6,6,0.00025971412658691405,1.6243204855527434e-06,0.0012744883230350695,43.66,1046.3244,32.34693803128822,0.005918649526742788,1.1407847169672773e-05,0.0033775504688565014,1000.0,0.0,0.0
Model-free Dijkstra,True,False,8.958816528320312e-05,8.116341646200452e-08,0.00028489193821869464,11.0,0.0,0.0,119.0,0.0,0.0,28.0,0.0,0.0,1.0,6,6,,,,,,,,,,,,
Model-free Value Iteration,True,False,0.00024121761322021485,1.8381979159585173e-07,0.0004287421038291571,6.0,0.0,0.0,319.0,0.0,0.0,228.0,0.0,0.0,1.0,6,6,,,,,,,,,,,,
Model-free Synchronous Value Iteration,True,False,0.000281984806060791,1.3344522913655508e-06,0.0011551849598075412,7.0,0.0,0.0,357.0,0.0,0.0,266.0,0.0,0.0,1.0,6,6,,,,,,,,,,,,
