Algorithm,Goal reached,Loops encountered,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Avg convergence action,Var convergence actio ,STD convergence action,Convergence rate,Shortest Path,Longest Path,Avg Time Goal Discovered,Var Time Goal Discovered,STD Time Goal Discovered,Avg Actions Goal Discovered,Var Actions Goal Discovered,STD Actions Goal Discovered,Avg Time Optimal Initial Cost2Go,Var Time Optimal Initial Cost2Go,STD Time Optimal Initial Cost2Go,Avg Actions Optimal Initial Cost2Go,Var Actions Optimal Initial Cost2Go,STD Actions Optimal Initial Cost2Go
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0",True,False,0.1329950499534607,0.00020192143211267537,0.014209906126103556,999.0,0.0,0.0,33372.0,0.0,0.0,0.0,0.0,0.0,0.0,22,22,0.004095385074615479,1.4487412878787608e-05,0.003806233424106778,1207.0,0.0,0.0,0.07073323249816894,9.796293870963381e-05,0.009897622881764783,18000.0,0.0,0.0
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.25",True,False,0.16996081829071044,0.00024343736957600868,0.015602479597038692,999.0,0.0,0.0,43872.39,70382.0779,265.29620785077196,0.0,0.0,0.0,0.0,22,22,0.007593533992767334,1.7550857601344208e-05,0.004189374368726697,2086.98,215328.43960000004,464.0349551488552,0.08129137754440308,0.0001551127249130957,0.012454425916640867,21290.0,265900.0,515.6549233741495
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.5",True,False,0.2528426241874695,0.0008347092045153828,0.028891334419084605,999.0,0.0,0.0,64835.56,303292.14639999997,550.7196622602102,0.0,0.0,0.0,0.0,22,22,0.009038920402526856,2.2604360314039695e-05,0.004754404306959989,2278.9,553974.43,744.2945854968985,0.10933875322341918,0.00032126071197064327,0.017923747152050636,27210.0,825900.0,908.7904048789247
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.75",True,False,0.5025692939758301,0.0026408258021410804,0.05138896576251638,999.0,0.0,0.0,130442.8,3386119.0200000005,1840.1410326385314,0.0,0.0,0.0,0.0,22,22,0.011580064296722412,5.1657808223461644e-05,0.007187336657167358,2925.1,1464198.6699999997,1210.0407720403473,0.14769186496734618,0.0006044871831729551,0.024586321058120003,39150.0,3127500.0,1768.4739183827394
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.9",True,False,1.1956926941871644,0.011072863118737787,0.10522767278020448,999.0,0.0,0.0,315815.18,40633762.067600004,6374.461708066024,0.0,0.0,0.0,0.0,22,22,0.007443318367004395,5.5827791477918245e-05,0.007471799748247958,2054.68,2106350.6976,1451.3272193409728,0.2038688588142395,0.001177954911132082,0.034321347746440294,54140.0,17260400.0,4154.563755678808
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,0.5148600220680237,0.011927331160372177,0.10921232146773631,123.29,591.1859,24.31431471376481,141521.96,664617307.5583999,25780.172760445184,141100.0,665270000.0,25792.828460639983,1.0,22,22,0.004470827579498291,3.0550713235578546e-05,0.005527269962248863,1230.5,1267869.15,1125.9969582552167,0.2744006896018982,0.002488508867502441,0.0498849563245518,75410.0,79241900.0,8901.791954432545
"Fully-random (deterministic with pi) exploration Q-learning (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,0.5016405773162842,0.01187040179893379,0.10895137355230447,117.99,636.0498999999999,25.220029738285398,135803.25,711058607.7875,26665.682211177347,135390.0,710997900.0,26664.543873841158,1.0,22,22,0.003653128147125244,2.35437173433354e-05,0.00485218686195569,994.5,888621.63,942.6672954971972,0.2799885368347168,0.0025635291106549628,0.050631305638458135,76310.0,91873900.0,9585.087375710249
Model-free Dijkstra,True,False,0.003474123477935791,1.2356623281510796e-05,0.0035151988964368425,291.0,0.0,0.0,4494.0,0.0,0.0,1009.0,0.0,0.0,1.0,22,22,,,,,,,,,,,,
Model-free Value Iteration,True,False,0.016475560665130614,2.721519668340875e-05,0.005216818636238829,15.0,0.0,0.0,22175.0,0.0,0.0,18690.0,0.0,0.0,1.0,22,22,,,,,,,,,,,,
Model-free Synchronous Value Iteration,True,False,0.02827427625656128,6.977267921581075e-05,0.008353004203028438,29.0,0.0,0.0,39619.0,0.0,0.0,36134.0,0.0,0.0,1.0,22,22,,,,,,,,,,,,
