Algorithm,Goal reached,Loops encountered,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Avg convergence action,Var convergence actio ,STD convergence action,Convergence rate,Shortest Path,Longest Path,Avg Time Goal Discovered,Var Time Goal Discovered,STD Time Goal Discovered,Avg Actions Goal Discovered,Var Actions Goal Discovered,STD Actions Goal Discovered,Avg Time Optimal Initial Cost2Go,Var Time Optimal Initial Cost2Go,STD Time Optimal Initial Cost2Go,Avg Actions Optimal Initial Cost2Go,Var Actions Optimal Initial Cost2Go,STD Actions Optimal Initial Cost2Go
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0",True,False,0.13858313083648682,0.00013835468524073347,0.011762426843161809,999.0,0.0,0.0,36008.0,0.0,0.0,0.0,0.0,0.0,0.0,24,24,0.005932159423828125,1.405006636341568e-05,0.0037483418151785038,1615.0,0.0,0.0,0.060751824378967284,7.346860660138645e-05,0.008571383004007373,16000.0,0.0,0.0
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.25",True,False,0.1845918846130371,0.00043877431065252493,0.02094694036494411,999.0,0.0,0.0,48316.44,67929.52639999999,260.63293421975663,0.0,0.0,0.0,0.0,24,24,0.008568453788757324,2.047999081412399e-05,0.004525482384688287,2265.16,361121.0944,600.9335191183796,0.07313764095306396,9.089562195583766e-05,0.00953391954842486,19230.0,177100.0,420.83250825001625
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.5",True,False,0.26133017778396606,0.00037605096031745127,0.01939203342399789,999.0,0.0,0.0,72976.11,372064.59790000005,609.9709811950074,0.0,0.0,0.0,0.0,24,24,0.010902409553527831,3.3804420932006e-05,0.005814156940778774,3063.22,726410.3116,852.2970794271209,0.08317655324935913,0.0001072082544526154,0.010354141898419945,23570.0,285100.0,533.9475629684997
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.75",True,False,0.5469668483734131,0.0006160086344097181,0.024819521236512966,999.0,0.0,0.0,156486.01,3536282.8898999994,1880.5007019142533,0.0,0.0,0.0,0.0,24,24,0.012557904720306396,3.572691526421181e-05,0.0059771996172297785,3616.58,1741547.6235999998,1319.6770906551344,0.11472554683685303,0.00013642050634573482,0.011679918935751859,32620.0,1715600.0,1309.8091464026352
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.9",True,False,0.5652827310562134,0.01701643380198877,0.13044705363475548,356.52,9286.609600000002,96.36705661168655,163829.09,1430095495.9619,37816.603442957436,163580.0,1428763600.0,37798.98940448012,1.0,24,24,0.010310101509094238,7.245548396156209e-05,0.008512078709784238,2999.26,4429927.4924,2104.739293214245,0.15770997047424318,0.0005397157697499551,0.023231783611035017,45570.0,5445100.0,2333.473805295444
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,0.35682708263397217,0.0025056405473090084,0.05005637369315728,69.9,123.05,11.092790451459903,107945.14,173113066.52040002,13157.243880098902,107510.0,172709900.0,13141.913863665368,1.0,24,24,0.006733314990997314,5.974702158056856e-05,0.007729619756531919,2084.06,3647048.3564000004,1909.724680785165,0.21894297122955322,0.001106065797324368,0.03325756751965435,66450.0,75447500.0,8686.052037606038
"Fully-random (deterministic with pi) exploration Q-learning (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,0.368371217250824,0.0022049225255701176,0.04695660257695522,69.18,110.74759999999996,10.523668561865675,108522.88,160489094.62559998,12668.429051212308,108100.0,161590000.0,12711.805536586846,1.0,24,24,0.006673517227172851,4.504772561531354e-05,0.006711760247156743,1817.58,2934420.983600001,1713.0151731960814,0.22342472791671752,0.0008502475409112037,0.029159004456791794,65910.0,55981900.0,7482.105318692059
Model-free Dijkstra,True,False,0.002707028388977051,1.1472378438952548e-05,0.0033870899661734037,278.0,0.0,0.0,3711.0,0.0,0.0,879.0,0.0,0.0,1.0,24,24,,,,,,,,,,,,
Model-free Value Iteration,True,False,0.02024658679962158,1.7308025637953506e-05,0.004160291532807948,26.0,0.0,0.0,30808.0,0.0,0.0,27976.0,0.0,0.0,1.0,24,24,,,,,,,,,,,,
Model-free Synchronous Value Iteration,True,False,0.02252575159072876,1.843742671937321e-05,0.004293882476194849,30.0,0.0,0.0,35112.0,0.0,0.0,32280.0,0.0,0.0,1.0,24,24,,,,,,,,,,,,
