Algorithm,Goal reached,Loops encountered,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Avg convergence action,Var convergence actio ,STD convergence action,Convergence rate,Shortest Path,Longest Path,Avg Time Goal Discovered,Var Time Goal Discovered,STD Time Goal Discovered,Avg Actions Goal Discovered,Var Actions Goal Discovered,STD Actions Goal Discovered,Avg Time Optimal Initial Cost2Go,Var Time Optimal Initial Cost2Go,STD Time Optimal Initial Cost2Go,Avg Actions Optimal Initial Cost2Go,Var Actions Optimal Initial Cost2Go,STD Actions Optimal Initial Cost2Go
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0",True,False,0.12780818700790406,6.171074435644073e-05,0.007855618648867874,999.0,0.0,0.0,43272.0,0.0,0.0,0.0,0.0,0.0,0.0,30,30,0.0026869583129882813,7.51883820475996e-07,0.0008671123459367858,905.0,0.0,0.0,0.059950489997863766,2.488411856595576e-05,0.004988398396876072,20000.0,0.0,0.0
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.25",True,False,0.1700829792022705,8.505575589319963e-05,0.009222567749450237,999.0,0.0,0.0,57037.3,50130.73,223.89892809033276,0.0,0.0,0.0,0.0,30,30,0.005107889175415039,4.885862343735426e-06,0.0022103986843407743,1672.08,411457.0736,641.44919798843,0.07217050552368164,3.9368793509220266e-05,0.006274455634492945,24160.0,174400.0,417.612260356422
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.5",True,False,0.2514034843444824,0.00014161827512853054,0.011900347689396748,999.0,0.0,0.0,86175.86,379125.28040000005,615.731500249906,0.0,0.0,0.0,0.0,30,30,0.0076307845115661625,1.3341983044546166e-05,0.0036526679351600202,2579.82,900619.3675999999,949.0096772952318,0.0871650767326355,4.695920633373021e-05,0.006852678770650949,30050.0,507500.0,712.3903424387504
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.75",True,False,0.5540108895301818,0.0010085391197368326,0.03175750493563423,997.55,173.8275,13.184365741286154,194749.44,10110751.4064,3179.7407766042816,181500.0,90250000.0,9500.0,0.02,30,30,0.008339335918426513,1.769047472100169e-05,0.004206004603064729,2993.86,2012615.9404000002,1418.6669589442056,0.12066090106964111,0.00014724778279230578,0.012134569740716222,42930.0,2725100.0,1650.7876907706818
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.9",True,False,0.2851385021209717,0.0018939338327565113,0.04351935009575064,167.35,816.9075,28.581593727432345,104770.96,209836649.2984,14485.739515067915,104440.0,208966400.0,14455.67016779229,1.0,30,30,0.008290662765502929,2.617255276200012e-05,0.005115911723436999,3056.6,3405117.84,1845.2961388351735,0.16541270017623902,0.00022717329737744765,0.01507226915157262,60790.0,18985900.0,4357.28126243877
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,0.37513553857803345,0.0033558731192527996,0.05792989831902694,80.31,130.5139,11.424268029068646,146519.93,432065702.6650999,20786.19019120868,146050.0,433167500.0,20812.676425678656,1.0,30,30,0.006111798286437989,2.4402728210611706e-05,0.004939911761419601,2386.7,3883981.1499999994,1970.7818626118922,0.2819367742538452,0.002699894517042389,0.05196050920691972,110000.0,346300000.0,18609.137540466512
"Fully-random (deterministic with pi) exploration Q-learning (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,0.3949547529220581,0.005794236761929028,0.07611988414290334,81.07,178.90509999999998,13.37554111054951,150127.58,783710292.6036,27994.826175627524,149640.0,783030400.0,27982.68035767839,1.0,30,30,0.007109851837158203,3.037077091366882e-05,0.005510968237403371,2601.46,3775361.748399999,1943.0290137823467,0.2916993093490601,0.002682825144446702,0.05179599544797553,111290.0,396025900.0,19900.39949347751
Model-free Dijkstra,True,False,0.0019861698150634766,8.232006814523629e-07,0.0009073040733141028,282.0,0.0,0.0,3665.0,0.0,0.0,955.0,0.0,0.0,1.0,30,30,,,,,,,,,,,,
Model-free Value Iteration,True,False,0.012989697456359863,3.221721403429001e-06,0.0017949154307178377,25.0,0.0,0.0,27660.0,0.0,0.0,24950.0,0.0,0.0,1.0,30,30,,,,,,,,,,,,
Model-free Synchronous Value Iteration,True,False,0.016537415981292724,3.329749654739089e-06,0.0018247601636212603,35.0,0.0,0.0,37640.0,0.0,0.0,34930.0,0.0,0.0,1.0,30,30,,,,,,,,,,,,
