Algorithm,Goal reached,Loops encountered,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Avg convergence action,Var convergence actio ,STD convergence action,Convergence rate,Shortest Path,Longest Path,Avg Time Goal Discovered,Var Time Goal Discovered,STD Time Goal Discovered,Avg Actions Goal Discovered,Var Actions Goal Discovered,STD Actions Goal Discovered,Avg Time Optimal Initial Cost2Go,Var Time Optimal Initial Cost2Go,STD Time Optimal Initial Cost2Go,Avg Actions Optimal Initial Cost2Go,Var Actions Optimal Initial Cost2Go,STD Actions Optimal Initial Cost2Go
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0",True,False,0.17051819562911988,0.00019537372875376487,0.013977615274207716,999.0,0.0,0.0,43272.0,0.0,0.0,0.0,0.0,0.0,0.0,30,30,0.003623363971710205,1.916895500868918e-05,0.004378236518130237,905.0,0.0,0.0,0.07879082918167114,6.994017929707183e-05,0.008363024530459768,20000.0,0.0,0.0
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.25",True,False,0.22021735191345215,0.0003135510757857446,0.017707373486368458,999.0,0.0,0.0,57015.19,55479.73390000001,235.54136345873522,0.0,0.0,0.0,0.0,30,30,0.006149141788482666,2.038969370989321e-05,0.004515494846624588,1632.66,459034.8044,677.5210730302048,0.09553568840026855,0.00013947948516042743,0.011810143316676028,25000.0,0.0,0.0
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.5",True,False,0.31737189054489134,0.0005224565956901812,0.02285730945868698,999.0,0.0,0.0,86247.77,349662.09709999996,591.3223292756667,0.0,0.0,0.0,0.0,30,30,0.008027219772338867,2.6610434595113475e-05,0.005158530274711342,2377.58,826666.1835999999,909.2118474811026,0.11450411796569825,0.0001780995866052763,0.013345395708081357,31100.0,4290000.0,2071.231517720798
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.75",True,False,0.6927373743057251,0.0026193499102896787,0.05117958489759055,992.53,2020.7891,44.95318787360914,194244.1,66000102.99,8124.044743229816,158333.33333333334,738888888.8888888,27182.510717166817,0.03,30,30,0.00983431339263916,4.2008285682300084e-05,0.006481379921151057,2905.46,1793040.8684000003,1339.0447596701165,0.1583533000946045,0.0002536050868835446,0.015924983104654917,44800.0,3460000.0,1860.1075237738273
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.9",True,False,0.3568600249290466,0.0018104573672476987,0.04254946964707902,166.68,493.5176,22.215256019231468,104961.84,132394587.2544,11506.28468509275,104650.0,131627500.0,11472.902858474834,1.0,30,30,0.010968785285949707,6.0435350542525176e-05,0.007774017657718895,3141.54,3535306.948400001,1880.2411942088709,0.21307273149490358,0.0006828223168926058,0.026130869042046916,62750.0,24187500.0,4918.0788932265
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,0.5206460952758789,0.01063156815413322,0.10310949594549097,85.27,250.09710000000004,15.814458574355305,155573.69,885351487.4739002,29754.856535932082,154550.0,884047500.0,29732.936282849696,1.0,30,30,0.0080232834815979,5.1591384017336845e-05,0.007182714251405025,2206.06,2716951.0763999997,1648.3176503332115,0.36861385345458986,0.00561415998600105,0.0749276983898548,110150.0,428727500.0,20705.73592027098
"Fully-random (deterministic with pi) exploration Q-learning (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,0.5298268961906433,0.009178861962945182,0.09580637746489104,82.65,187.8075,13.704287650221007,152815.72,715714257.6616,26752.8364414243,151650.0,725527500.0,26935.61768365448,1.0,30,30,0.010458669662475585,9.136947769175094e-05,0.00955873828974049,2869.02,4188851.2396,2046.6683267202823,0.3851187181472778,0.004256489940244115,0.0652417806336102,111300.0,310310000.0,17615.61807033747
Model-free Dijkstra,True,False,0.00272627592086792,1.0481636303501317e-05,0.0032375355293033183,282.0,0.0,0.0,3665.0,0.0,0.0,955.0,0.0,0.0,1.0,30,30,,,,,,,,,,,,
Model-free Value Iteration,True,False,0.019255504608154297,2.7687962573645565e-05,0.005261935249853001,25.0,0.0,0.0,27660.0,0.0,0.0,24950.0,0.0,0.0,1.0,30,30,,,,,,,,,,,,
Model-free Synchronous Value Iteration,True,False,0.025078070163726807,3.548577762259698e-05,0.005956994008944191,35.0,0.0,0.0,37640.0,0.0,0.0,34930.0,0.0,0.0,1.0,30,30,,,,,,,,,,,,
