Algorithm,Goal reached,Loops encountered,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Avg convergence action,Var convergence actio ,STD convergence action,Convergence rate,Shortest Path,Longest Path,Avg Time Goal Discovered,Var Time Goal Discovered,STD Time Goal Discovered,Avg Actions Goal Discovered,Var Actions Goal Discovered,STD Actions Goal Discovered,Avg Time Optimal Initial Cost2Go,Var Time Optimal Initial Cost2Go,STD Time Optimal Initial Cost2Go,Avg Actions Optimal Initial Cost2Go,Var Actions Optimal Initial Cost2Go,STD Actions Optimal Initial Cost2Go
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0",True,False,0.1047051763534546,5.574201652532337e-05,0.0074660576293867015,999.0,0.0,0.0,35316.0,0.0,0.0,0.0,0.0,0.0,0.0,22,22,0.0047047162055969234,1.169245730915236e-06,0.0010813166654200961,1569.0,0.0,0.0,0.0501220440864563,1.5007038827087626e-05,0.0038738919482979423,17000.0,0.0,0.0
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.25",True,False,0.14443575859069824,6.884047637695404e-05,0.008297016112853706,999.0,0.0,0.0,48838.76,96736.06239999998,311.0242151344489,0.0,0.0,0.0,0.0,22,22,0.006067521572113037,3.5002720863474224e-06,0.001870901410108887,2081.92,288758.03359999997,537.362106591077,0.060109462738037106,3.1725077455485004e-05,0.00563250188242179,20320.0,237600.0,487.4423042781576
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.5",True,False,0.21522584199905395,8.487169578062888e-05,0.009212583556235943,999.0,0.0,0.0,74975.51,337560.24989999994,580.9993544746843,0.0,0.0,0.0,0.0,22,22,0.007324182987213134,8.496817560370573e-06,0.002914930112433328,2529.52,791613.0096,889.7263678232763,0.07123260498046875,3.679378876086048e-05,0.0060657883874118525,24870.0,593100.0,770.1298591796061
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.75",True,False,0.46521543741226196,0.0004660859351752777,0.021589023488228404,999.0,0.0,0.0,166059.1,4135686.6700000004,2033.6387756924778,0.0,0.0,0.0,0.0,22,22,0.009537177085876465,2.0733352181855486e-05,0.004553389087466114,3428.78,2058237.5115999996,1434.6558861274016,0.09605908393859863,5.7105237126506835e-05,0.007556800720311925,34520.0,2529600.0,1590.4716281656833
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.9",True,False,0.73655592918396,0.02947716838523943,0.17168916210768642,558.14,19422.600400000003,139.3649898647433,270569.93,3663005227.385099,60522.76619079054,266255.10204081633,2933720637.234485,54163.83144898896,0.98,22,22,0.008456311225891112,3.074225108687187e-05,0.005544569513214879,3121.8,4153628.56,2038.0452791829725,0.12531651496887208,0.00012046710159702342,0.010975750616564839,46730.0,8517100.0,2918.4070997720655
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,0.36355153560638426,0.0027543457315928432,0.05248186097684459,87.34,126.12440000000002,11.230512009699291,141925.45,298754403.6475,17284.513404996393,141470.0,299329100.0,17301.13002089748,1.0,22,22,0.0055364322662353515,2.584614762040474e-05,0.005083910662118754,2234.18,4565752.3275999995,2136.7621130111793,0.19971304416656493,0.0015874612737224881,0.03984295764275649,77680.0,222777600.0,14925.736162749226
"Fully-random (deterministic with pi) exploration Q-learning (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,0.3755508065223694,0.003439654417129958,0.05864856705095153,90.76,195.4824,13.9815020652289,144673.67,476276312.0211,21823.75568093402,144190.0,477333900.0,21847.972445973104,1.0,22,22,0.005132858753204346,2.6007890599947817e-05,0.0050997931918802175,1936.98,3462904.039600001,1860.8879707279536,0.19891176462173463,0.001233046810233526,0.03511476627052394,76650.0,189087500.0,13750.909060858487
Model-free Dijkstra,True,False,0.002579014301300049,9.934822299499048e-07,0.0009967357874331114,273.0,0.0,0.0,4530.0,0.0,0.0,981.0,0.0,0.0,1.0,22,22,,,,,,,,,,,,
Model-free Value Iteration,True,False,0.01403059482574463,1.8626157625249103e-06,0.001364776817844189,21.0,0.0,0.0,30177.0,0.0,0.0,26628.0,0.0,0.0,1.0,22,22,,,,,,,,,,,,
Model-free Synchronous Value Iteration,True,False,0.01784804105758667,2.7403233319716945e-06,0.0016553921988373918,30.0,0.0,0.0,41589.0,0.0,0.0,38040.0,0.0,0.0,1.0,22,22,,,,,,,,,,,,
