Algorithm,Goal reached,Loops encountered,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Avg convergence action,Var convergence actio ,STD convergence action,Convergence rate,Shortest Path,Longest Path,Avg Time Goal Discovered,Var Time Goal Discovered,STD Time Goal Discovered,Avg Actions Goal Discovered,Var Actions Goal Discovered,STD Actions Goal Discovered,Avg Time Optimal Initial Cost2Go,Var Time Optimal Initial Cost2Go,STD Time Optimal Initial Cost2Go,Avg Actions Optimal Initial Cost2Go,Var Actions Optimal Initial Cost2Go,STD Actions Optimal Initial Cost2Go
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0",True,False,0.14123883485794067,8.60323634218446e-05,0.009275363250129053,999.0,0.0,0.0,47576.0,0.0,0.0,0.0,0.0,0.0,0.0,33,33,0.003684229850769043,1.0551630516374645e-06,0.0010272112984374075,1260.0,0.0,0.0,0.05950300693511963,3.5967153423257514e-05,0.005997262160624422,20000.0,0.0,0.0
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.25",True,False,0.2003616976737976,0.000761040706275543,0.027586966239069186,999.0,0.0,0.0,63545.5,59341.79,243.60170360652242,0.0,0.0,0.0,0.0,33,33,0.007540702819824219,9.959301629578476e-06,0.0031558361221043266,2349.06,622777.3964,789.1624651489705,0.07325748443603515,0.00018663382709373764,0.01366139916310689,23170.0,201100.0,448.4417464955733
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.5",True,False,0.2814491772651672,0.00018500170588378639,0.013601533218126051,999.0,0.0,0.0,96507.3,380794.03,617.0851075824145,0.0,0.0,0.0,0.0,33,33,0.009308977127075195,7.580891030875136e-06,0.0027533417933259096,3214.86,764259.9404,874.2196179450561,0.0828568959236145,5.314857087398082e-05,0.00729030663785693,28580.0,463600.0,680.881781221968
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.75",True,False,0.6087252521514892,0.0004178364002338185,0.020441046945639026,999.0,0.0,0.0,214376.24,5158525.462400001,2271.238750638074,0.0,0.0,0.0,0.0,33,33,0.011800382137298584,1.4785473833734386e-05,0.0038451884002912505,4216.74,1569676.2923999997,1252.8672285601533,0.11046064853668212,4.625723421943348e-05,0.006801267103961841,39450.0,1287500.0,1134.6805717910217
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.9",True,False,0.4245208930969238,0.005387941036391203,0.07340259556985164,205.38,1661.8555999999996,40.765863170059326,152563.82,630463563.7675999,25109.033509229303,152240.0,629482400.0,25089.487838535086,1.0,33,33,0.012975916862487794,4.8737005975931424e-05,0.00698118943847905,4784.56,5617448.166400001,2370.115644098406,0.16206955194473266,0.0002259253309380881,0.015030812717151662,59090.0,19961900.0,4467.874214881166
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,0.6567715811729431,0.020909696160889616,0.1446018539331001,108.62,502.2356,22.410613556973402,255072.24,3110128125.8624,55768.52271543868,254580.0,3108083600.0,55750.18923734699,1.0,33,33,0.012646744251251221,0.00012532616361033322,0.011194916864824553,4826.46,16915838.068400003,4112.886829028973,0.4481918239593506,0.012742844416178652,0.11288420800173359,174700.0,1944090000.0,44091.8359790109
"Fully-random (deterministic with pi) exploration Q-learning (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,0.7133325099945068,0.04065922663588935,0.20164133166563186,118.54,1022.7684000000002,31.980750460237797,278237.92,5700127819.753601,75499.19085495951,277780.0,5706291600.0,75540.0,1.0,33,33,0.0094455885887146,9.536145231783734e-05,0.009765318853874529,3722.14,14141325.780399997,3760.495416883259,0.4597615718841553,0.019730466946704155,0.1404651805491459,179730.0,2698997100.0,51951.87292100257
Model-free Dijkstra,True,False,0.001989233493804932,3.887355221365852e-07,0.0006234865853701948,280.0,0.0,0.0,3874.0,0.0,0.0,964.0,0.0,0.0,1.0,33,33,,,,,,,,,,,,
Model-free Value Iteration,True,False,0.011454548835754395,5.911055791557373e-07,0.0007688339086927275,24.0,0.0,0.0,27870.0,0.0,0.0,24960.0,0.0,0.0,1.0,33,33,,,,,,,,,,,,
Model-free Synchronous Value Iteration,True,False,0.016815261840820314,1.088417429718902e-06,0.0010432724618808368,37.0,0.0,0.0,41390.0,0.0,0.0,38480.0,0.0,0.0,1.0,33,33,,,,,,,,,,,,
