Algorithm,Goal reached,Loops encountered,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Avg convergence action,Var convergence actio ,STD convergence action,Convergence rate,Shortest Path,Longest Path,Avg Time Goal Discovered,Var Time Goal Discovered,STD Time Goal Discovered,Avg Actions Goal Discovered,Var Actions Goal Discovered,STD Actions Goal Discovered,Avg Time Optimal Initial Cost2Go,Var Time Optimal Initial Cost2Go,STD Time Optimal Initial Cost2Go,Avg Actions Optimal Initial Cost2Go,Var Actions Optimal Initial Cost2Go,STD Actions Optimal Initial Cost2Go
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0",True,False,0.27460737943649294,0.0002539491540426923,0.015935782191116077,999.0,0.0,0.0,93512.0,0.0,0.0,0.0,0.0,0.0,0.0,73,73,0.002834324836730957,7.735569454098368e-07,0.000879520861270406,924.0,0.0,0.0,0.09720017194747925,5.219287198457892e-05,0.007224463439216709,33000.0,0.0,0.0
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.25",True,False,0.3642036557197571,0.0002508098447565032,0.015836977134431406,999.0,0.0,0.0,124105.0,141556.12,376.2394450346747,0.0,0.0,0.0,0.0,73,73,0.005983903408050537,1.61532577393416e-05,0.004019111560947469,1999.44,1941106.2463999998,1393.235890436361,0.11443301439285278,8.926130747951788e-05,0.009447820250169764,38720.0,441600.0,664.529909033446
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.5",True,False,0.5372371625900269,0.0003637113043509771,0.01907121664579838,999.0,0.0,0.0,189086.22,642550.7916000001,801.5926593975272,0.0,0.0,0.0,0.0,73,73,0.009183051586151124,3.280173796326267e-05,0.005727280154075115,3202.42,3681658.7436,1918.7649005545209,0.13740116596221924,8.170049944581024e-05,0.009038832858605707,48130.0,933100.0,965.9710140578753
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.75",True,False,0.2991751098632813,0.0041083447677448485,0.06409637094052087,197.75,2894.1875,53.79765329454436,106243.58,409131203.4636,20226.991952922708,106070.0,409365100.0,20232.772919202154,1.0,73,73,0.015417861938476562,6.352533891572422e-05,0.007970278471654815,5514.4,7732229.04,2780.6885909788602,0.1928393268585205,0.0002399991509197662,0.015491905980858721,68500.0,6870000.0,2621.0684844162315
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.9",True,False,0.2809575366973877,0.0004309523217112656,0.020759391169089366,62.81,29.513899999999992,5.4326696936220955,103140.84,34127190.89439999,5841.848243013506,102700.0,34150000.0,5843.800133474792,1.0,73,73,0.02839050769805908,0.000259240871902398,0.016100958726187643,10422.56,33072935.7664,5750.907386352174,0.2720018744468689,0.0003891997917769174,0.01972814719574338,99850.0,35547500.0,5962.1724228673565
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,1.6221567106246948,0.667561480347076,0.8170443564134544,208.38,10737.115600000001,103.62005404360683,618803.18,94731295786.32759,307784.4956886678,618380.0,94740295600.0,307799.1156582488,1.0,73,73,0.12356778621673584,0.014635345116486202,0.12097663045599427,48155.08,2163806944.3536,46516.73832453862,1.1703539156913758,0.13722058688899083,0.37043297219468846,448170.0,20232541100.0,142241.1371579966
"Fully-random (deterministic with pi) exploration Q-learning (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,1.875382924079895,1.005628456322517,1.0028102793263125,237.33,16199.081099999996,127.27561078227045,704462.56,142449557542.6464,377424.90318293305,704090.0,142512921900.0,377508.836850212,1.0,73,73,0.15761491060256957,0.009975727212061402,0.09987856232476217,59863.26,1419884742.4524002,37681.35802293225,1.1585140943527221,0.057976122176884824,0.24078231284063376,435550.0,7593367500.0,87139.9305714665
Model-free Dijkstra,True,False,0.0013460230827331543,2.4506350729893705e-07,0.0004950388947334715,213.0,0.0,0.0,2360.0,0.0,0.0,656.0,0.0,0.0,1.0,73,73,,,,,,,,,,,,
Model-free Value Iteration,True,False,0.017880005836486815,2.4833719889784334e-06,0.001575871818701773,56.0,0.0,0.0,38776.0,0.0,0.0,37072.0,0.0,0.0,1.0,73,73,,,,,,,,,,,,
Model-free Synchronous Value Iteration,True,False,0.022087690830230714,2.3194591466278782e-06,0.0015229770670065516,74.0,0.0,0.0,50692.0,0.0,0.0,48988.0,0.0,0.0,1.0,73,73,,,,,,,,,,,,
