Algorithm,Goal reached,Loops encountered,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Avg convergence action,Var convergence actio ,STD convergence action,Convergence rate,Shortest Path,Longest Path,Avg Time Goal Discovered,Var Time Goal Discovered,STD Time Goal Discovered,Avg Actions Goal Discovered,Var Actions Goal Discovered,STD Actions Goal Discovered,Avg Time Optimal Initial Cost2Go,Var Time Optimal Initial Cost2Go,STD Time Optimal Initial Cost2Go,Avg Actions Optimal Initial Cost2Go,Var Actions Optimal Initial Cost2Go,STD Actions Optimal Initial Cost2Go
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0",True,False,0.2859116244316101,9.570677929429505e-05,0.009782984171217647,999.0,0.0,0.0,104562.0,0.0,0.0,0.0,0.0,0.0,0.0,91,91,0.004538722038269043,1.1736774212977251e-06,0.0010833639376025606,1602.0,0.0,0.0,0.07097325086593628,2.1328308106257057e-05,0.0046182581246891185,26000.0,0.0,0.0
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.25",True,False,0.12133543729782105,0.0005299668709031892,0.023021009337194344,226.51,3882.1699,62.307061397565526,44586.78,58466497.591600016,7646.3388357827835,44530.0,58369100.0,7639.967277416835,1.0,91,91,0.0049583005905151365,9.027284419039463e-06,0.0030045439619082732,1854.94,1238566.7564,1112.9091411251864,0.08337320804595948,3.5251281507476054e-05,0.005937278964936383,30860.0,460400.0,678.5278181474949
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.5",True,False,0.12042925357818604,9.039529880226385e-05,0.00950764422989543,133.75,213.4275,14.609158086624978,44502.92,7496956.2736,2738.0570252644484,44400.0,7500000.0,2738.6127875258308,1.0,91,91,0.007423551082611084,2.260703708504366e-05,0.004754685802978327,2715.18,2428195.3676,1558.2667831921465,0.10476676225662232,5.468729070955192e-05,0.0073950855782439675,38780.0,1871600.0,1368.064325973015
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.75",True,False,0.15176086902618408,0.00010837722020094133,0.010410438040781057,85.48,60.0696,7.7504580509799545,57480.92,8564531.6336,2926.5221054350504,57250.0,8487500.0,2913.331426391443,1.0,91,91,0.01163935661315918,4.726115664993813e-05,0.006874675021405603,4349.8,6330509.960000001,2516.050468492236,0.1409410047531128,8.699674275269442e-05,0.009327204444671213,53410.0,6401900.0,2530.1976207403245
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.9",True,False,0.20142661809921264,0.0003539951918804206,0.018814759947456693,51.06,32.2164,5.675949259815489,79264.22,31822346.231599994,5641.129871896232,78820.0,32307600.0,5683.977480602822,1.0,91,91,0.020440959930419923,0.00013044634927950936,0.011421311189154657,8178.88,19173605.0656,4378.767528152185,0.1891719603538513,0.00028128084114688935,0.016771429311388142,74570.0,25845100.0,5083.807628146446
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",False,True,0.7937797737121582,0.06188093393453514,0.2487587866478994,109.73,1119.9171,33.46516248279694,325828.64,10056006235.910398,100279.64018638279,325290.0,10067745900.0,100338.15774669177,1.0,90,91,0.09726476669311523,0.008734598892855274,0.09345907603253562,40245.88,1419339130.7856,37674.11751833877,0.7800859999656677,0.06182248849850345,0.24864128478292466,320280.0,10070541600.0,100352.08816960412
"Fully-random (deterministic with pi) exploration Q-learning (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,0.8661708164215088,0.06537203403951375,0.2556795534248168,112.62,1057.2156000000002,32.51485199105172,334139.24,9471235808.862398,97320.27439779647,333640.0,9476070400.0,97345.10978986052,1.0,91,91,0.12708167791366576,0.010187531021658395,0.100933299865101,49120.84,1519500990.5744,38980.777193052476,0.8587278819084168,0.06435080725900127,0.25367460901517375,331240.0,9319942400.0,96539.84876723186
Model-free Dijkstra,True,False,0.0006486058235168457,2.6493340143929345e-07,0.0005147168167442108,136.0,0.0,0.0,1061.0,0.0,0.0,333.0,0.0,0.0,1.0,91,91,,,,,,,,,,,,
Model-free Value Iteration,True,False,0.010889654159545898,6.469435771577992e-07,0.0008043280283303567,69.0,0.0,0.0,23774.0,0.0,0.0,23046.0,0.0,0.0,1.0,91,91,,,,,,,,,,,,
Model-free Synchronous Value Iteration,True,False,0.014603843688964844,1.178246636663971e-06,0.001085470698206069,93.0,0.0,0.0,31790.0,0.0,0.0,31062.0,0.0,0.0,1.0,91,91,,,,,,,,,,,,
