Algorithm,Goal reached,Loops encountered,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Avg convergence action,Var convergence actio ,STD convergence action,Convergence rate,Shortest Path,Longest Path
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0",True,False,0.39869840145111085,0.0010052338978192668,0.03170542379182569,999.0,0.0,0.0,101214.0,0.0,0.0,0.0,0.0,0.0,0.0,64,64
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.25",True,False,0.5243267297744751,0.0020786561819244294,0.045592282043394466,999.0,0.0,0.0,133174.84,205214.6344,453.0062189418596,0.0,0.0,0.0,0.0,64,64
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.5",True,False,0.7592076683044433,0.0018474150731164175,0.04298156666661206,999.0,0.0,0.0,199982.93,1362906.2651000002,1167.4357648710272,0.0,0.0,0.0,0.0,64,64
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.75",True,False,1.274441442489624,0.059235796450284074,0.24338405134742103,783.29,28825.6659,169.7812295278839,347024.09,4065317911.1619,63759.84560177275,321184.2105263158,2607150277.00831,51060.26123129718,0.76,64,64
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.9",True,False,0.7369410634040833,0.005916331049821081,0.07691769009675915,138.09,278.9819,16.70275127037459,205332.13,350394885.93310004,18718.83772922614,204700.0,350910000.0,18732.591918898997,1.0,64,64
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,2.2469713163375853,0.7797082395659113,0.8830108943642265,225.86,7502.2804,86.61570527335097,659093.26,64528938629.712395,254025.46846667244,657550.0,64608747500.0,254182.50824948595,1.0,64,64
"Fully-random (deterministic with pi) exploration Q-learning (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,2.426052803993225,0.36577069694926306,0.6047897956722345,232.21,3315.9258999999993,57.58407679211328,679080.64,28508667475.770397,168845.09905759894,677600.0,28473240000.0,168740.15526838892,1.0,64,64
Model-free Dijkstra,True,False,0.002922866344451904,1.1929647324558347e-05,0.0034539321540178443,331.0,0.0,0.0,4423.0,0.0,0.0,1157.0,0.0,0.0,1.0,64,64
Model-free Value Iteration,True,False,0.04698213815689087,0.00010353043122183292,0.010174990477726891,56.0,0.0,0.0,69570.0,0.0,0.0,66304.0,0.0,0.0,1.0,64,64
Model-free Synchronous Value Iteration,True,False,0.04824309825897217,8.32649808737642e-06,0.0028855672037532624,67.0,0.0,0.0,82594.0,0.0,0.0,79328.0,0.0,0.0,1.0,64,64
